http://linkedgeodata.org/ontology/opening_hours
"n_so"	"o"
1	"9:00 - 24:00"
1	"M-F 7AM-12PM, W-Sat 4PM-8PM"
1	"Su-Th 05:30-22:00; Fr-Sa 05:30-23:00"
1	"Mo-Fr 07:30-16:30; Sa 09:30-16:30"
1	"Monday / Thursday 7AM-7PM Friday 7AM-8PM Saturday 8AM-8PM Sunday 9AM-5PM  Closed on these Holidays NEW YEAR'S DAY EASTER MEMORIAL DAY INDEPENDENCE DAY LABOR DAY CHRISTMAS"
1	"17:00-05:00"
1	"å¤�å­£å¹³æ—¥ãƒ»åœŸæ›œæ—¥ 12:00ï½ž18:00"
1	"Su 10:30-16:00"
1	"Mo-Sa 08:30-18:00; Su 10:30-18:00"
1	"5.00PM-10.00PM"
1	"May-Oct: We-Su 14:00-18:00; Nov-Apr: We, Th, Sa, Su 14:00-18:00"
1	"su-th 07:00-22:00, fr-sa 07:00-23:00"
1	"11:30-16:00"
1	"Fr-Su 10:00-16:00; Mo-Th off"
1	"Mo-Fr 08:00-18:00; Sa 08:30-18:00"
1	"We 11:00-21:00; Th-Su 11:00-16:00"
1	"Mo-Fr 07:00-16:30; Sa 07:30-15:00"
1	"every day from 7 to 21. close on thursday"
1	"Mo-Th 7:00-20:30; Fr 7:00-17:00"
1	"Mo-Su 05:00-12:00"
1	"Mo-Fr 1200-1800; Sa-Su 1200-1900"
1	"Mo 0830-1700; We-Sa 0830-1900; Su 0830-1600"
1	"Mo-Sa 07:00-14:30"
1	"We-Mo 10:30+"
1	"Mo-Tu 14:00-18:00; We-Su 12:00-18:00"
1	"Sa,Su, We 09:00-16:00,"
1	"7:30am-11am"
1	"Sa-Th 11:00-23:00; Fr 12:00-02:00; Sa, Su 15:00-02:00"
1	"Dalle 7 alle 11 (LunedÃ¬ - VenerdÃ¬)"
1	"5:30 am to 12:00 am"
1	"Apr-Oct: 11:00-19:00"
1	"Mo-Th 06:30-16:30; Fr 06:30-16:00; Sa 08:00-14:00"
1	"Mo-Fr 08:00-20:00; Sa-Su 10:00-18:00"
1	"8:00 A.M. - 8:00 P.M."
1	"Su-Th 05:00-22:00; Fr-Sa 05:00-23:00"
1	"Mo-Tu 08:00-24:00; We-Th 08:00-01:00; Fr 08:00-02:00; Sa 08:00-03:00; Su 14:00-23:00"
1	"Mo-Th 08:00-00:00; Fr, Sa 08:00-01:00; Su 09:00-00:00"
1	"Feb-Nov: 09:30-17:45"
1	"Mo-Fr 10:00-15:00, 17:00-22:30; Sa 10:00-13:00"
1	"Mo-Sa 10:00-19:00; Su 13:00-19:00"
1	"Mo-Fr 14:00+; Sa-Su 12:00+"
1	"Tu-Th 15:00-20:00; Fr-Sa 15:00-23:00; Su 10:00-18:00; Mo off"
1	"Mo-Fr 09:00-19:00; Sa 09:00-18:00; Su 11:00-18:00"
1	"Mo-Fr 09:00-20:00;Sa-Su 11:00-20:00"
1	"Tu 09:00-22:00;We-Sa 09:00-19:00;Su 10:00-19:00"
1	"11:00-22:00; Mo off; Sep-Mar off"
1	"We,Sa 13:30-00:00; Su 11:00-00:00; Jul-Aug Tu,Th 13:30-00:00"
1	"Mo-Fr 14:00-18:00; Tu off"
1	"Mo-Fr 06:30-18:00; Sa 06:00-13:00; Su 08:00-18:00"
1	"Nov-Mar Su 11:00-19:00; Apr-Oct Su 12:00-17:00"
1	"easter - Sep 23: Mo-Fr 15:00-20:00; Sa,Su 11:00-20:00"
1	"Mo-Fr 07:00-16:00; Sa-Su 07:00-17:00"
1	"Tu-Su 06:00-24:00; Sa 08:00-12:00"
1	"Mo-Tu, Sa 10:00-18:00; Fr 11:00-18:00; Su 09:00-18:00"
1	"Saison"
1	"Mo-Su 09:00-22:00; We off"
1	"Lu-Vie 10:00-10:30  12:00-12:30"
1	"13:00-06:00"
1	"Mo-Fr 08:00-22:00;Sa-Su 10:00-22:00"
1	"Mo-Th 07:30-23:00; Fr-Sa 07:30-01:00"
1	"Mo-Fr 11:00-24:00; Sa 11:00-03:00; Su 10:00-24:00"
1	"Mo-Fr 07:00+; Sa 08:00+; Su 09:00+"
1	"Su,We"
1	"Mo-Th 10:30-03:00; Fr-Su 10:00-05:00"
1	"Tu-Su 13:00-20:00"
1	"Mo-We 08:00-16:00; Th-Fr 08:00-20:00"
1	"Daytime summer"
1	"9.30 till 4pm"
1	"Tu-We 14:00-18:00;Th 14:00-20:00;Fr-Sa 14:00-24:00; Su 9:30-23:00"
1	"Mo-Fr 07:30-18:30; Sa 09:00-15:00; ""auÃŸerhalb des Semesters Abweichungen"""
1	"Mo-Fr 08:00-24:00"
1	"Tu-Sa 09:00-18:00; Su,PH 10:00-17:30; Mo off"
1	"Mo-Fr 08:30-15:00; Oct-Mar Sa-Su 08:30-15:30;Apr-Sep Sa-Su 08:30-16:30"
1	"We 07:00-14:00;Sa 07:00-14:00"
1	"Ñ� 9:00 Ð´Ð¾ 1:00"
1	"Mo-Fr 07:00-19:00; Sa 07:00-17:00; Su 09:00-18:00"
1	"Th-Su 13:00-20:00"
1	"mo-sa 07:30-19:30;su 09:00-19:30"
1	"Mo-Fr 08:00-18:00, Sa 09:00-13:00"
1	"Mar-Aug:Mo-Su 7:00-18:00;Sep-Oct:Mo 07:00-12:00; Tu-Su 07:00-18:00"
1	"Fr 16:00-22:00; Sa 14:00-22:00; Su 10:00-19:00"
1	"Mo-Fr 13:00-18:00; Sa,Su 09:00-18:00; Oct-Apr Th off"
1	"mo-su 11-17"
1	"Mo-Fr 05:30-16:00; Sa 06:00-14:00"
1	"9:40ï½ž17:30"
1	"7am - 7pm"
1	"Mo-Fr 07:00-23:00; Sa-Su 09:00-16:00"
1	"Mo-Sa 08:00-22:00; Su 11:00-22:00"
1	"Tu-Sa 09:00-18:00;Su, PH 13:00-18:00"
1	"Apr-Oct: 10:30-17:00; SH open; Tu off; Nov-Mar off"
1	"Tu-Sa 10:00-18:00; PH,Su 12:00-18:00; Mo off"
1	"Mo-Th,Su 06:00-23:00; Fr-Sa 06:00-24:00"
1	"Mo off; Tu-Fr 14:00-20:00; Sa-Su 11:00-21:00"
1	"11:30 -18:00"
1	"Su, Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00"
1	"Su, Mo-Th 12:00-23:00; Fr-Sa 12:00-02:00"
1	"Mo-Sa 0900-1730; Su 0900-1600"
1	"Regular Hours   Monday â€“ Thursday: 6.30 am â€“ 8.30 pm  Friday & Saturday:  6.30 am â€“ 9 pm  Sunday: 8 am â€“ 3 pm     Summer Hours  (Memorial Day through Labor Day)  Monday â€“ Saturday: 6.30 am â€“ 5.30 pm  Sunday: 8 am â€“ 3 pm"
1	"Mo-Fr 06:00-16:00, Sa-Su 07:00-14:00"
1	"Su-Sa 07:00-19:00"
1	"We 11:00-20:00; Th,Fr,Sa,Su,PH 11:00-16:00; Jun 20 off"
1	"Mo-Sa 9:00-17:00, Su 10:00-17:00, PH 10:00-17:00"
1	"11:00 - 02:00"
1	"7:00 am - 10:00 pm"
1	"Mo-Su 09:30-16:30"
1	"æœˆæ›œå®šä¼‘"
1	"Mon-Sun 10:00-17:00"
1	"5am-10pm"
1	"08:00-16:30"
1	"Sa-Su 12:00-23:00"
1	"Mo-We 07:30-01:00; Th-Fr 07:30-02:00; Sa-Su 09:00-02:00"
1	"Mo-Sa 08:00-14:15,15:30-19:00"
1	"Feb-Nov 10:00-22:00"
1	"Mo-Fr 07:00-20:00; Sa 07:00-17:00"
1	"Mo-Fr 07:00-12:00,14:30-18:00; Sa 07:00-12:00"
1	"Mo-Fr 06:30-20:00; Sa 10:00-17:00"
1	"12:00-18:30; Th off"
1	"Mo-Sa 6:30-18:30;Su 8:00-18:30"
1	"Mo-Sa 14:00-18:00; Su 13:00-18:00; PH 13:00-18:00"
1	"Mo-Th,Su 11:00-24:00; Fr-Sa 11:00-06:00"
1	"Mo-Fr 08:00+; Sa,Su 09:00+"
1	"Mo-Th 12:00-18:00; Fr 10:00-18:00; Sa-Su, PH 08:00-18:00"
1	"Sa 13:00-17:30; Su 11:00-17:30"
1	"Su-Tu 09:30-17:30"
1	"Mo-Th 09:00-01:00;Fr,Sa 09:00-02:00;Su 09:00-00:00"
1	"Mo-Sa 07:00-18:00; Tu off; Su 08:00-18:00"
1	"Su 09:00-18:00"
1	"2Sep-14 May 1th Su 11-16; 15 Jun-1Sep Su-Mo 10-16"
1	"Fr-Su 12:00+"
1	"Mo 19:30-22:00; Tu 18:30-22:30; Th 17:30-23:00; Sa 15:00-18:00; Su 13:00-19:00"
1	"Jun-Aug Mo-Su 8:00-23:00; Sep-May Mo-Su 8:30-18:00"
1	"Tu-Fr 06:00-17:30; Sa 06:00-13:00"
1	"7am-8pm"
1	"Ñ� 12:00 Ð´Ð¾ 02:00"
1	"Mo-Su 06:30-24:00"
1	"Mo-Fr 07:00-19:30; Sa 08:00-19:30; Su 08:00-19:00"
1	"Mo-Fr 06:30-18:30; Sa 06:30-16:00"
1	"Mo-Fr 10:00-02:00, Sa-Su 10:00-04:00"
1	"Mo-Fr 08:00-19:00; Tu off; Sa 09:00-18:00; Su 10:00-18:00"
1	"Tu-Fr 11:00-17:00; Sa 11:00-18:00"
1	"Mo 09:00-22:00; Tu-We 09:00-18:00; Fr-Sa 09:00-18:00; Su 13:00-18:00"
1	"Apr-Sep: 09:50-22:00"
1	"Su-Sa 06:00-24:00"
1	"new web trend"
1	"Mo-Sa 0800-1700"
1	"Apr-Sep: Mo-Fr 12:00-19:00, Sa-Su 09:00-19:00; Oct-Mar: We-Fr 13:00-18:00, Sa-Su 09:00-18:00"
1	"Apr 15-Sep 15: Mo-Su,PH 11:00-23:00"
1	"Mo-Su 05:30-17:30"
1	"11am - 2am"
1	"M-F, 6:30 am - 7:00 pm;Sa-Su, 8:00 am - 7:00 pm"
1	"Mo-Sa 11:30-04:00"
1	"Mo-Fr 06:30-17:39;Sa 07:30-18:00;Su 08:30-17:30"
1	"Su-Th 10:30-18:30, Fr-Sa 10h30-04h00"
1	"Mo-Fr 06:00-13:00,15:00-18:00; Sa 06:30-12:30; Su,PH 08:00-11:00"
1	"Mo-Fr 06:30-21:30; Sa-Su 07:30-21:30"
1	"Mo-Fr 07:30-19:00; Sa 09:00-17:00; Su 10:00-17:00"
1	"Mo-Fr 07:00-21:00; Sa 08:00-21:00; Su 08:30-20:00"
1	"Su-Th 4:00-22:00, Fr-Sa 4:00-00:00"
1	"Mo-Fr 07:00-20:00, Sa-Su 08:30-20:00"
1	"Mo-Fr 08:00-17:00; Sa-Su 09:00-16:30"
1	"Mo-Fr 10:0-19:00, Sa 11:00-19:00; Su 11:00-16:00"
1	"Tu-Sa 14:00-18:00; Su,Ph 10:00-18:00"
1	"Tu-Fr 11:00-16:00; Sa-Su 11:00-17:00"
1	"We-Su 14:30-18:30"
1	"Mo-Fr 05:00-22:00; Sa-Su 05:30-20:00"
1	"Mo-Fr 6:00-18:30; Sa-Su 7:30-17:30"
1	"Mo-Fr 6:30-21:00; Sa 07:30-21:00; Su 08:00-21:00"
1	"Mo-Fr 05:00-18:30; Sa 06:00-18:00; Su 08:00-18:00"
1	"Mo-Sa 8 am-3 pm; Su 9am-3pm"
1	"10.00 - 17.00"
1	"Tu-Su 12:00-17:00; Mo,PH off"
1	"12:00 - 22:30, Fr- Sa 12:00 - 23:00"
1	"Mo-Fr 13:00-21:00;Sa-Su 10:00-21:00"
1	"Mo-Sa 6:00-21:00; Su 7:00-21:00"
1	"11:00-24:00,00:00-03:00"
1	"Non-stop  0 - 24 h"
1	"http://www.cbgshop.ro/contact"
1	"Mo-Th 06:00-23:00; Sa 07:00-23:00"
1	"Mo,Tu,Th,Fr 09:00-18:00; Su 12:00-18:00"
1	"07:00Am - 07:00 PM"
1	"Mo-Su 00:00-03:00,06:00-24:00"
1	"Sa,Su 14:00-18:00; ""oder nach Vereinbarung"""
1	"9:00-19:30"
1	"Sommersaison: 11:00 bis 18:00 Uhr"
1	"Mo-Fr 09:00-17:00;Sa-Su 08:00-19:30"
1	"Mo,Tu off; We-Sa 17:30+; Su 14:00+"
1	"Mo-Th 06:30-21:00; Fr 06:30-22:00; Sa 08:00-22:00; Su 09:00-21:00"
1	"Mo-Fr 08:30-16:30; Sa,Su 09:00-17:00"
1	"06:30-10:00"
1	"Mo-Sa 09:00-23:59; Su 14:00-23:59"
1	"Nov-Mar off;Mar-Nov: Th-Tu 11:00-18:00"
1	"Mo-Su 19:00+"
1	"Fr 14:00+"
1	"We-Fr 06:30-11:00,13:00-16:00;Sa 07:00-11:00,13:00-16:00;Su 08:00-11:00,13:00-17:00"
1	"Mo-Su 09:00-23:59"
1	"Mo-Fr 06:00-18:30; Sa 06:00-17:00; Su 08:00-17:00"
1	"We  14:00-18:00;Sa 14:00-18:00"
1	"Tous les jours : 07:00 - 00:00"
1	"Mo-Su 08:30-18:00; Dec 31: 08:30-17:00; Jan 01: 10:30-18:00"
1	"Mo-Sa 10:00-20:00; Su 11:30-20:00"
1	"Mo-Fr 07:00-19:00; Sa 07:30-18:00; Su 09:00-18:00"
1	"Mo-Fr 05:30-22:00; Sa 06:00-22:00; Su 07:00-22:00; PH 08:00-18:00"
1	"Mo-Fr 07:30-20:30; Sa 08:30-20:30; Su 09:00-20:30"
1	"Mo-Fr 10:30-18:30; Sa 10:30-16:00"
1	"Mo-Fr 11:00-12:45 ""call us"""
1	"Mo-Su 11:00-15:00"
1	"Tu-Fr 10:00-20:00; Sa,Su 12:00-20:00"
1	"Mo-Th 11:00-24:00; Fr 11:00-02:00; Sa 13:00-02:00; Su 13:00-24:00"
1	"May-Oct: Mo-Su 10:00-19:00; Nov-Apr: Tu-Su 10:00-18:00; Nov-Apr: Mo off"
1	"Fr-We 14:00-18:00"
1	"Mo-Fr 6:00-18:00; Sa 8:00-16:00"
1	"Mo-Fr 09:00-18:00; Sa-Su 10:00-19:00"
1	"Apr-Oct Mo-Su 10:00-18:00; Nov-Mar Mo-Su 14:00-17:00"
1	"Mo-Fr 06:00-21:00; Sa 06:30-20:00; Su 07:00-20:00"
1	"Apr-Oct:Mo-Fr 09:30-23:00; Apr-Oct:Sa 09:00-01:00; Apr-Oct:Su 08:00-24:00; Nov-Mar:Mo-Fr 10:00-21:00; Nov-Mar:Sa 09:00-21:00; Nov-Mar:Su 08:00-21:00"
1	"Mo 12:00-21:00;Tu-Fr 10:00-21:00;Sa-Su 10:00-17:00"
1	"Tu-Su 09:30-22:00"
1	"Tu-Fr 09:00-13:30; Tu-Fr 15:00-18:30; Sa 08:00-16:00; Su 08:00-11:00; Su 14:00-17:00"
1	"Mo-Fr 06:00-18:30; Sa 06:00-13:00; Su 08:00-17:00"
1	"Mo-Fr 10:00-19:00; Sa,Su 10:00-18:00"
1	"12:00-1:00"
1	"7:30 - 2:30"
1	"Tu 14:00-18:00; We-Sa 08:00-12:00;14:00-18:00; Su 14:00-18:00"
1	"Mo-We,Fr 08:30-17:30; Th 08:30-19:00; Sa 08:30-18:00; Su 10:00-16:30"
1	"Mo-Th 11:00-22:00;Fr 11:00-23:00;Sa-Su 14:00-23:00"
1	"Mo 00:00-11:00, 12:00-23:00;Tu-Th 12:00-23:00;Fr 12:00-24:00;Sa 00:00-01:00, 12:00-24:00;Su 00:00-01:00,12:00-24:00"
1	"Mo-Fr 06:00-18:00; Sa 06:00-13:00; Su off"
1	"Mo-Fr 07:00-17:00, Sa 07:00-13:30"
1	"Mo-Su 10:00-23:00; Oct 23-Feb 15 off"
1	"Mo-Fr 12:00-19:00; Sa 11:00-18:00; Su 10:30-18:00"
1	"Mo-Su 09:00-19:00; Fr,Sa 09:00-20:00"
1	"Tu-Fr 19:00-24:00; Sa 00:45-06:00,19:00-24:00; Su 00:45-06:00"
1	"Mo-Sa 05:30-22:00; Su 06:30-21:00"
1	"Tu-Fr 09:00-18:00;Sa 10:00-17:00;Su 13:00-17:00"
1	"10.00-00.00"
1	"Mo-Th 14:00-21:00; Fr,Sa 14:00-22:00"
1	"Mo-Fr 07:00-17:00; Sa 08:00-17:00; Su 08:30-17:00"
1	"We-Mo 7:00-16:00"
1	"Mo-Fr 06:30-18:30; Sa 07:30-17:00"
1	"Mo-Sa 06:00-16:30"
1	"Tu-Fr 12:00-18:00; Sa 12:00-18:00 ""bei Veranstaltungen und nach Voranmeldung fÃ¼r Gruppen bis 22 Uhr""; Su 10:00-18:00; Mo off"
1	"Tu-Fr 11:00-17:00; Sa 17:00-24:00; Su 11:00-17:00"
1	"Mo-Fr 07:00-21:00; Sa 08:00-21:00; Su 08:00-20:00"
1	"Mo-Fr 07:00-17:30; Sa 07:00-12:00; Su 08:00-11:00, 13:00-17:00"
1	"Tu-Sa 09:30-24:00; Su 09:30-18:00"
1	"Mo-Sa 07:30-18:30;Su 08:00-13:00"
1	"11:30-18:00"
1	"ÐŸÐ½-Ð�Ð´ 11:00 23:00"
1	"May-Sep Tu-Su 10:00-17:00; Oct Tu-Su 10:00-15:00; easter - 3days-easter+1 days 10:00-15:00"
1	"Mo-Sa 10:00-20:00; Su 16:00-20:00"
1	"Mo-Fr 05:30-12:30, 14:00-18:30; Sa 05:30-12:30; Su, PH 07:00-10:00"
1	"Mo-Th 00:00-01:00,08:00-24:00; Fr 00:00-01:00; 08:00-24:00; Sa 00:00-03:00,08:00-24:00; Su 00:00-03:00,09:00-00:00"
1	"We,Th,Fr 14:00+; Sa,Su 12:00+"
1	"Joka pÃ¤ivÃ¤ 9-21, Every day 9-21"
1	"Mo-Fr 11:45-13:45"
1	"Mo-Fr 11:00-18:00;Sa 11:00-15:00"
1	"We-Su 09:00-11:00, 12:00-21:00"
1	"Mo-Sa 08:30-18:00; Su 09:30-18:00"
1	"Mo-We 09:00-18:00; Th-Fr 09:00-22:30; Sa 09:00-21:00; Su 10:00-16:00"
1	"Mo-Th 08:30-19:30; Fr 08:30-17:00"
1	"Tu-Sa 18:00-12:00"
1	"Mo-Sa 09:00-18:00;Su 10:00-16:00"
1	"Mo-Su 08:00-19:00; Sa 08:00-17:00"
1	"Mo-Th 0700-1500, Fr-Su 0700-1800"
1	"Apr 13-Jun 5: Mo-Fr 08:00-19:00; Sa-Su 09:30-16:30; Jun 6-Sep 20: Mo-Fr 08:00-18:00; Sa-Su 09:30-16:30"
1	"Mo-We 08:00-22:00; Fr-Su 08:00-22:00"
1	"Mo-We 10:00-17:00; Th-Sa 10:00-22:00; Su Closed"
1	"12:00- 00:00"
1	"Mo-Tu 07:00-18:30; We off; Th 09:00-16:30; Fr 07:00-18:30; Sa 08:00-18:30; Su 09:00-17:30"
1	"Mo,Tu 07:00-20:00; Th-Sa 07:00-22:00; Su,PH 09:00-20:00"
1	"Apr-Sep Mo-Su 11:00-22:00; Oct-Mar Tu-Su 11:00-19:00"
1	"We 14:30-18:00; Su 14:30-18:00"
1	"Mo-Fr 12:00-18:30;Sa-Su 09:30-18:30"
1	"Sa-Su 10:00-16:00, Dec-Mar off"
1	"Mo-Sa 10:00-22:00;Su 10:00-17:00"
1	"Apr: Sa,Su 11:00-15:00; May-Aug: Tu-Fr 11:00-17:00, Sa,Su 11:00-16:00; Sep 1-13: Sa,Su 11:00-15:00"
1	"Mo-Sa 06:00-18:00; Su 07:00-16:00"
1	"Mo-Fr 6:30-18:00;Sa 6:30-13:00;Su 7:30-12:00"
1	"Mo-Sa 09:30-23:00"
1	"Feb-Oct 09:30-22:00"
1	"Mo-Sa 11:00-17:30; Su off"
1	"Mo-Su 09:00-10:00,13:30-14:30,19:00-20:00"
1	"Tu-Fr 10:00-18:30; Sa-Su 10:00-16:30; Mo off"
1	"Th, Fr, Sa 20:00-05:00; Su-We off"
1	"Mo-Fr 07:00-20:00; Sa 07:00-22:00; Su 07:00-20:00"
1	"Mo-Fr 12:30-24:00"
1	"Mo off;Tu-Fr 09:00-18:15;Sa-Su 09:30-18:00"
1	"Tu-Sa 08:00-12:00"
1	"Mo-Th 09:00-20:30; Fr-Sa 09:00-24:00; Su 13:00-20:30"
1	"Mo-Fr 09:00-18:00; Sa 09:00-17:00; Su 14:00-18:00"
1	"May-Oct 13:00+"
1	"Mo-Tu,Su 09:00-18:00; We-Sa 09:00-22:30"
1	"Mo-Su 05:00-18:00"
1	"Mo-Fr 07:00-18:00;Th 07:00-20:00;Sa-Su 08:00-17:00"
1	"Mo-Fr 07:30 - 20:00; Sa-Su 10:00 - 20:00"
1	"Mo-Fr 06:00-18:00; Sa 06:00-11:00; Su 13:00-17:00"
1	"Mo-Sa 06:30-20:00;Su 08:00-18:00"
1	"Mo-Sa 07:00-18:00; Su 08:00-15:00"
1	"Mo off; Tu-Su 09:00-18:30"
1	"Mo-We 09:00-18:00; Fr-Su 09:00-18:00"
1	"Mo-Sa 09:00-21:00; Su 10:00-21:00"
1	"Mo-We 9:00-18:00; Th-Fr 9:00-19:00; Sa 8:00-17:00; Su 11:00-17:00"
1	"Mo 07:30-18:30; We-Fr 07:30-18:30; Sa 09:00-18:30; Su 10:00-18:30"
1	"Fr-Su,PH 11:00-18:00"
1	"Monday to Saturday 11am to 5pm"
1	"Mo-Sa 06:00-19:30; Su 08:00-18:30"
1	"Mo-Fr 07:30-18:00, Sa-Su 08:00-18:00; Ph 08:00-18:00"
1	"Mo off; Tu-Fr 08:00-16:00; Sa 09:00-17:00; Su 10:00-16:00"
1	"Mo-Fr 10:00-17:30; Sa-Su 10:00-18:00"
1	"Mo-Fr 06:30-20:00; Sa-Su 07:00-20:00"
1	"Mo 7:00-17:00; Tu-Fr 7:00-21:00; Sa 8:00-21:00; Su 8:30-17:00"
1	"Mo-We 7:00-19:00; Th-Sa 7:00-21:00; Su 8:00-18:00"
1	"Tu-Sa 08:00-16:00"
1	"Mo-Sa 07:00-18:30; Su 08:00-18:30"
1	"Mo-Sa 10:15-18:30"
1	"Mo-Sa 07:00-19:30;Su 08:00-18:00"
1	"Mo-Su 08:00-15:00;Sa 08:00-12:00"
1	"Su-Th 09:00-21:00; Fr-Sa 09:00-22:00"
1	"Mo,Th-Su 14:00+"
1	"Mo 14:00-19:00; We-Su 14:00-19:00"
1	"11.00-04.00"
1	"Mo-Fr 07:00-19:00; Sa-Su 08:00-19:00"
1	"14:00+; Tu off"
1	"Mo-Sa 10:00-19:00; Su 10:00-15:00"
1	"Mo-Sa 08:30-19:00;Su 10:00-18:00"
1	"We-Mo 10:00-17:00"
1	"Jan 1 - Easter Sa-Su 10:00-16:00"
1	"Mo-Sa 09:00-18:00; Su,PH 14:00-18:00"
1	"Mo-Fr 06:30-15:00;Sa 08:00-15:00;Su 08:00-13:00"
1	"Mo-We, Fr, Sa 07:30-20:00; Th 07:30-21:30; Su 10:00-17:00"
1	"Tu - Su 9:00-18:00"
1	"Mo,Su 00:00-01:00,10:00-24:00; Tu-Sa 10:00-24:00"
1	"Tu-Su 12:00-18:00"
1	"Mo-Fr 10:00-17:30"
1	"Tu-Fr 09:00-18:00"
1	"5PM - Midnight"
1	"We-Fr 14:00-12:00; Sa 11:30-21:00; Su 11:30-19:00; Mo-Tu off"
1	"0:00-2:00;10:00-24:00"
1	"Su[1] 10:00-13:00;We[1]10:00+"
1	"Fr,Sa 14:30-22:00; Su 14:30-20:00"
1	"Mo-Fr 10:30-17:30;Sa 10:00-16:00"
1	"Mo-Fr 09:00-18:00;Sa 10:00-13:00;Su off"
1	"Mo-Su 07:30-19:30; Fr 07:30-21:00"
1	"7:30-13:00"
1	"Mo-Sa 08:00-23:00;Su 08:00-22:30"
1	"Mo-Th 07:00-22:00; Fr 07:00-23:00; Sa 09:00-23:00; Su 09:00-21:00"
1	"Tu-Su 08:30-18:00; Mo off"
1	"Mo-Fr 09:00-18:00; Sa 09:00-15:00; Su 12:00-18:00"
1	"Mo-Fr 07:00-15:00; Sa 08:00-14:00"
1	"Su-Mo 09:00-20:00; Th-Sa 09:00-22:00"
1	"Mo-Sa 06:00-20:00; Su 06:45-18:00"
1	"We-Th 14:00-18:00; Fr-Sa 14:00-24:00"
1	"Tu-Su 11:30-21:30"
1	"Mo 17:00-22:00; Tu-Th 11:30-23:00; Fr 11:30-24:00; Sa 11:00-24:00; Su 11:00-21:00"
1	"Mo-Su 05:00-18:30"
1	"Mo-Fr 07:00-18:00; Sa 07:00-17:00; Su 07:00-10:00,14:00+"
1	"Mo-Th 06:30-22:30; Fr 06:30-21:00; Sa 07:00-21:00; Su 08:00-21:00"
1	"Mo-Sa 07:00-21:00; Su 08:00-20:00"
1	"Mo-Fr 5:30-17:00; Sa 6:00-17:00; Su 7:00-15:00"
1	"Mo-Th 5:30-21:00; Fr 5:30â€“22:00; Sa 7:00-22:00; Su 8:00-19:00"
1	"Mo-Fr 7:00-17:30; Sa 8:30-16:00"
1	"Su-Sa 11:00-19:00"
1	"Mo-We 15:00-20:00; Fr-Sa 15:00-20:00; Su 12:00-20:00; PH 12:00-20:00"
1	"Th-Tu 7:00 - 19:00"
1	"Mo 17:00-22:00;Th-Sa 17:00-22:00;Su 10:00-22:00"
1	"Fr-Tu 14:00-18:00"
1	"Mo-Sa 10:00-22:00; Su,PH 11:00-21:00"
1	"Tu-We 07:30-21:00; Th 07:30-22:00; Fr-Sa 07:30-23:00; Su 10:00-21:00"
1	"Mo-Fr 05:30-21:30;Sa 06:00-21:30;Su 06:30-20:30"
1	"6:30 - 20:30"
1	"7:00-15:00"
1	"Mo-Fr 06:00-20:00; Sa 06:30-20:00; Su 07:00-20:00"
1	"Mo-Fr 06:00-22:00; Sa 07:00-22:00; Su,PH 08:00-22:00"
1	"Mo-Fr 15:00-24:00; Sa-Su 15:00-4:00"
1	"Su,PH 13:00-18:00"
1	"Mo-Fr 04:30-18:30; Sa-Su 04:30-18:00"
1	"Sa[1,3,5] 10:00-16:00"
1	"Mo-Sa 07:00-19:00; Su 10:00-18:00"
1	"Mo-Fr 08:00-19:00; Sa 08:00-20:00; Su 09:00-20:00"
1	"W-Su 10am-5pm"
1	"Mo-Fr 06:30-18:00; Sa 07:00-17:00; Su 08:00-17:00"
1	"mo-su 11:00-23:00"
1	"Mo-Sa 08:30-18:30; Su 13:00-18:00"
1	"Mon-Sa 14:00-21:00"
1	"Oct-May: We-Su 09:00-18:00, Mo,Tu off; Jun-Sep: Mo-Su 09:00-18:00"
1	"Mo-Sa 09:30-24:00"
1	"1 juni - 31 augusti 10:00-17:00"
1	"Sa,Su 11:00-15:00"
1	"Mo-Fr 16:00-24:00;Sa-So 13:00-02:00"
1	"Mo-Sa 07:00-01:00; Su 10:00-00:00; PH Off"
1	"Tu-Fr 14:00-18:00; Sa 12:00-20:00; Su 14:00-18:00"
1	"Mo-Fr 09:00-19:00; Sa 09:00-18:00; Su 11:00-18:00; PH off"
1	"Sa 14:00-19:00, Su 11:00-19:00, PH 10:00-19:00; Oct 15-Mar 15: off"
1	"Sa-Su 14:00-19:00"
1	"Mo-We 17:00-02:00; Th-Sa 17:00-05:00; Su 17:00-02:00"
1	"Mo-Fr 07:00-17:00; Sa 07:00-22:30"
1	"Mo-Fr 12:00-00:00;Sa-Su 12:00-01:00"
1	"call us"
1	"Mo-Fr 09:00-18:30;Sa 08:00-16:00"
1	"Mo-Fr 10:00-19:00; Sa 10:00-18:00; Su 10:00-19:00; winter off"
1	"mo-su 10:00-23:00"
1	"Mo-Fr 07:00-16:30; Sa 09:00-16:00; Su 12:00-16:00"
1	"8:00ï½ž17:00"
1	"12-14"
1	"Mo 13:00-18:00; Tu-Sa 10:00-18:00; Su 10:30-16:00"
1	"Sa-Su 12:00-00:00"
1	"Tu-Fr 10:00-19:30; Sa 09:30-19:30; Su 09:30-17:45"
1	"Mo-Sa 07:00-23:00;Su 08:00-23:00"
1	"M-Fri: 6am - 8:30pm; Sat & Sun 6:30am - 8pm"
1	"Tu-Su 16:00-02:00"
