http://linkedgeodata.org/ontology/opening_hours
"n_so"	"o"
1	"Mo-We 08:30-18:00; Th-Fr 08:30-19:00; Sa 09:00-19:00"
1	"Mo-Th 11:00-23:00; Fr 11:00-24:00; Sa 12:00-24:00; Su 12:00-23:00"
1	"08:00-20:00; Tu off"
1	"11am to 12pm"
1	"Mo-Su 10:00-18:00; Oct-Apr off"
1	"Mo-Th 07:30-23:00; Fr 07:30-01:00; Sa 08:00-01:00; Su 10:00-22:00"
1	"Mo-Th 8:00-01:00; Fr-Sa 8:00-3:00; Su 9:00-1:00"
1	"Mo-Fr 08:00-19:30"
1	"Tue-Sat 11am - 4pm"
1	"""June, 11-18. (Closed for Midsummer ). From Midsummer on open daily between 10-19""; Sep 11:00-17:00; Oct-May Sa,Su 11:00-17:00; Oct-May Mo-Fr unknown ""maybe, especially on a nice weather :)"""
1	"Mo-Fr 06:15-18:00; We 06:15-14:00; Sa 06:15-12:30"
1	"Mo-We 09:00-23:00; Th 09:00-24:00; Fr 00:00-01:00,09:00-24:00; Sa 00:00-01:00,10:00-24:00; Su 00:00-01:00,10:00-23:00"
1	"Mo-Sa 06:30-22:30;Su 08:30-19:30"
1	"Mo- Su 10:00 - 19:00"
1	"Tu-Sa 10:00-24:00; Su 10:00-18:30"
1	"Mo-Sa 00:00-01:00,09:00-24:00; Su 00:00-01:00,10:00-24:00"
1	"Tu-Sa 12:00-23:30; Su 11:00-23:30"
1	"Mo-Fr 06:00-23:00; Sa 08:00-23:00; Su 09:00-23:00"
1	"12:00+ ;Tu off"
1	"Mo-Sa 07:30-19:00; Su,PH 08:00-19:00; ""Sommerzeit bis 20:00 Uhr"""
1	"Mo-Fr 6:30-18:00; Sa 6:30-13:00"
1	"Mo-Fr 11:00-19:00; Sa,Su 13:00-19:00"
1	"Mo-Fr 6:00-18:30; Sa 6:00-18:00; Su 8:00-18:00"
1	"Mo-Fr 08:00-02:00, Sa 10:00-02:00, Su 10:00-24:00"
1	"Mo-Fr 06:00-20:00; Sa-Su 06:00-18:00"
1	"Mo-Sa 10:00-19:00; Su,PH 14:00-19:00"
1	"Mo-Fr 09:00-01:00; Sa,Su,PH 10:00-01:00"
1	"Mar 28-Oct 18 10:00-18:00 ""2015 hours"""
1	"00:00-24:00 off"
1	"Mo-Fr 07:00-17:30; Sa 08:00-14:30"
1	"Apr-Oct 08:15-19:00"
1	"Mo-Fr 09:00-18:00;Sa 09:00-17:00,Su 11:00-17:00"
1	"Mo-Fr 07:00-21:00; Sa 07:00-21:30; Su 08:30-21:00"
1	"Mo-Fr 11:00-22:30; Sa 13:00-23:00; Su 15:00-22:00"
1	"Mo-Fr 06:30-02:00; Sa 07:00-02:00; Su 09:00-02:00"
1	"Mo-Fr 05:00-20:00; Sa 07:00-19:00; Su 07:00-20:00"
1	"Mo-Fr 05:30-21:00; Sa 08:00-20:00; Su 08:00-21:00"
1	"Mo-Th 07:00-19:00; Fr 07:00-18:00"
1	"Mo-Su 07:00-19:15"
1	"Mo-Fr 07:00-18:00; Sa 08:00-15:00; Su 10:00-15:00"
1	"Mo-Fr 06:00-22:00; Sa 07:00-22:00;Su 07:00-21:00"
1	"Mo-Fr 09:00-19:00;Sa-Su 09:00-17:00"
1	"Mo-Fr 10:00-22:30;Su 11:00-22:30"
1	"Tu-Su; Mo off"
1	"Mo-Fr 08:30-19:00; Sa 08:30-18:30; Su 10:30-18:00"
1	"Mo-fr 6-24; sa-su 8-22"
1	"Oct-Mar: Fr-Su 17:00+; Apr-Sep: Tu-Su 14:00+"
1	"Mo-Fr 06:30-18:30; Sa,Su 06:30-14:00"
1	"Mo-Fr 07:30-20:00; Sa 09:00-20:00; Su 12:00-19:00"
1	"We-Mo 15:00-20:00"
1	"Mo-Fr 06:00-19:00; Sa 07:00-17:00; Su 08:00-16:00"
1	"Jan-Apr Mo-Su 07:00-18:00; May-Sep Mo-Su 07:00-19:00; Oct-Dec Mo-Su 07:00-18:00"
1	"Mo-Sa 12:00-24:00; Su 09:00-24:00; Tu off"
1	"Tu-Fr 07:30-18:30; Sa 07:00-17:00; Su 12:00-18:00; Mo closed"
1	"Fr-Su, PH 9:00-18:00"
1	"Mo-Fr 06:30-20:00;Sa-Su 09:00-19:00"
1	"Mo-Fr 06:00-18:00; Sa 06:00-18:00; Su 07:00-17:00"
1	"Th-Tu 06:00-18:30; Su 08:00-12:00,13:00-17:00"
1	"We-Fr 11:00-15:00; Sa-Su 11:00-17:00"
1	"Mo-Su 07:00-23:00; Fr,Sa 07:00-24:00"
1	"Mo-Fr 06:00-18:00; Sa 06:00-12:00; Su 06:00-11:00"
1	"Apr-Oct: Tu-Su 12:00-18:00"
1	"Mo-Sa 09:00-24:00; Su 09:00-18:00"
1	"Tu-Fr 07:00-18:00;Sa 08:00-17:00;Su 08:30-17:30"
1	"Mo-Fr 11:00-23:00; Sa 09:00-23:00; Su 10:00-18:00"
1	"Su 12:00-16:00"
1	"Mo 09:00-18:00; We-Sa 09:00-18:00; Su 10:00-18:00"
1	"Mo-Su 15:00-01:00"
1	"Mo-Fr 07:00-19:00; Sa 10:00-18:00"
1	"Mo-Fr 07:00-19:30; Sa 07:00-13:00"
1	"Mo-Fr 07:00-18:30; Sa 06:00-17:30; Su 10:00-18:00"
1	"Mo-Sa 18:00-22:00; Su 14:30-19:30"
1	"Mo-Fr 08:30-16:00; Sa,Su off"
1	"Mo-Fr 05:00-21:00; Sa 05:30-20:30; Su 06:00-20:30"
1	"Jan-Dec: Mo-Fr 06:00-18:00; Jan-Dec: Sa 06:00-13:00; Jan-Dec: Su 08:00-11:00; Su 14:00-17:30"
1	"Mo-Tu,Th,Su 10:00-19:00; We 10:00-22:00; Fr-Sa 10:00-01:00"
1	"Mo-Su 00:00-01:00,09:00-24:00; Fr,Sa 00:00-02:00,09:00-24:00"
1	"12-16"
1	"sun: 11-14"
1	"Tu-Sa 12:00-22:30; Su 11:00-22:00; Mo off"
1	"Mo-Sa 08:00-24:00; Su,PH 09:00-24:00"
1	"Mo-Th 07:00-01:00; Fr-Sa 07:00-04:00; Su 08:00-01:00"
1	"Mo-Sa 09:00-24:00; Su 10:00-24:00; PH 10:00-24:00"
1	"Mo-Sa 09:00-01:00; Su 14:00-23:00"
1	"Mo-Fr 07:00-18:30; Sa 07:00-18:00; Su,PH 08:00-18:00"
1	"Mo-Fr 07:30-20:00; Sa 08:30-21:00; Su 09:30-19:30"
1	"Mo-Fr 06:30-18:00; Sa-Su 08:30-17:00"
1	"Tu-Su 10:00-18:30; Th 10:00-23:00"
1	"Mo-Fr 05:30-18:00; Sa 05:30-17:00; Su 07:00-17:00"
1	"Su-Th 07:30-23:00; Fr,Sa 07:30-24:00"
1	"Mo-Fr 07:30-17:00; Sa 09:00-14:00"
1	"Tu-Fr 14:00-sunset, Su 10:00-sunset"
1	"Mo-Fr 6:00-15:30"
1	"Mo-Fr 05:30-22:00; Sa 06:00-22:00; Su 06:30-21:00"
1	"Mo-Fr 07:30-18:00; Sa 08:00-16:00"
1	"Dec-Apr Mo-Fr 10:00-22:00;Dec-Apr Sa-Su 10:00-17:00"
1	"Mo-Sa 7:30-23:00; Su 8:30-23:00"
1	"10:00-dawn"
1	"Mo-Th 09:00-19:00;Fr 09:00-18:00;Sa 11:00-16:00;Su 12:00-16:00"
1	"Mo-Fr 12:00-23:00; Sa 15:00-23:00; Jul-Aug: 10:00-24:00; Su, PH off"
1	"Su-We 07:00-21:30; Th 07:00-22:30; Fr 08:30-22:30; Sa 08:30-21:30"
1	"Mo,We,Th 16:00-24:00;Tu off;Fr 16:00-03:00;Sa 15:00-03:00;Su 15:00-22:00"
1	"Mo-Fr 07:30-18:30; Sa 09:00-17:00; Su 10:00-16:00"
1	"Mo-Fr 7:30-20:00; Sa 8:00-20:00; Su 9:00-19:00"
1	"Mo-Th 08:30-18:00;Fr 08:30-16:00;Sa 10:00-16:00;Su 11:30-16:00"
1	"Mo 06:00-13:00; Tu-Fr 06:00-18:30; Sa 06:00-14:00; Su off"
1	"Mo-Th 05:30-19:30; Fr 05:30-20:00; Sa 07:00-20:00; Su 07:00-19:30"
1	"Tu-Th 10:00-22:00;Fr-Su 10:00-19:00; Mo off"
1	"Mo-Fr 08:00+; Sa 09:00+"
1	"Mo 10:00-16:00; Tu-Th 10:00-22:00; Fr 10:00-22:00; Sa 10:00-23:00; Su 10:00-16:00"
1	"Mo-Sa 06:30-18:00; Su 07:00-18:00"
1	"Mo-Fr 21:00+ , Sa-Su 22:00+"
1	"Mo-Sa 08:00-19:30; Su 10:00-18:00"
1	"Tu-Th 19:00-24:00; Fr-Su 19:00-03:00"
1	"Mo-Th 09:00-21:00; Fr 09:00-21:00; Sa 10:00-21:00; Su 10:00-17:00"
1	"Mo-Sa 08:00-18:00; Su 13:00-17:00"
1	"Tu-Su 11:00-23:00"
1	"Mo-Fr 8:00-22:00;Sa-Su 9:00-22:00"
1	"6:00 - 23:00"
1	"Mo-Su 07:00-23:30;Fr 07:00-17:00;Sa 08:00-23:30"
1	"Tu-Su 13:00-21:00"
1	"Tu-Th 19:00-24:00"
1	"Mo-Fr 11:00-15:00; Tu-Fr 18:00-21:30"
1	"Mo-Su 12:00-18:00; Nov-Feb off"
1	"9:30 am - 5 pm (closes 6 pm in summer)"
1	"Mo-Sa 06:30+;Su 07:30+"
1	"Mo-Fr 07:30+; Sa, Su 09:00+"
1	"Mo-Th 09:00-19:00; Fr 08:00-24:00; Sa off; Su 12:00-19:00"
1	"Mo-Fr 06:00-19:00; Sa 07:00-17:00"
1	"Fri, Sat, Sun  summer"
1	"Mo-Th 07:00-20:30; Fr 07:00-21:30; Sa 09:00-22:00; Su 10:00-20:00; PH 10:00-20:00"
1	"Mo-Th 09:00-22:00; Fr,Sa 09:00-23:00; Su 09:00-21:00"
1	"Mo-Fr 09:00-24:00; Sa,Su 00:15-04:00,09:00-24:00"
1	"Mo-Fr 12:00-18:00;Sa-Su 12:00-16:00"
1	"Mo-Th 07:30-21:00; Fr 07:30-20:00; Sa-Su 10:00-20:00"
1	"Mo-Fr 07:00-19:30; Sa 07:00-12:30"
1	"may-aug tu-su 11:00-16:00"
1	"wd 07:00-21:00; Sa 07:30-20:00; Su,PH 08:00-20:00"
1	"Mo-Fr 11:00-18:00; Sa 12:00-18:00; Su 13:00-18:00"
1	"Mo-Fr 11:00-19:00; Sa-Su 11:00-16:00"
1	"We-Su 09:00-12:00,14:30-18:00"
1	"Sa-Su 10-17 Summer Mo-Su 10-18"
1	"Mo-Fr 09:00-21:00,21:00+; Sa 09:00-20:00,20:00+; Su,PH 10:00-20:00,20:00+"
1	"Mo-Fr 17:00-22:00;Sa-Su 11:00-22:00"
1	"Mo-Sa 10:00-22:00; Su 14:00-22:00"
1	"Mo-Fr 07:00-18:00; Sa 07:00-12:00, 14:00-17:00; Su 13:00-17:00"
1	"Mo-Th 09:00-24:00, Fr 09:00-01:00, Sa 10:00-01:00, Su 10:00-20:00"
1	"Tu-Fr 09:00-18:00;Sa 09:30-17:00;Su 09:30-17:00"
1	"Mo-Th 05:00-14:00"
1	"Mo-Sa 07:30-22:00;Su 09:00-19:00"
1	"Mo-Sa 12:00-01:00; Su 17:00-01:00"
1	"Mo-Sa 05:00-22:00; Su,PH 06:00-22:00"
1	"Mo 10:00-17:00; We-fr 10:00-21:00; Sa-Su 11:00-17:00"
1	"Mo-Fr 08:30-19:00; Sat 09:00-19:00"
1	"Mo-Fr 07:30-20:30; Sa 08:00-13:00"
1	"Mo-Fr 06:00-18:15; Sa 06:00-18:00; Su 07:00-18:00"
1	"Su-We 08:00-18:00;Th-Sa 08:00-20:00"
1	"Mon- Fri 7:30 - 5:30; Sat 7:30 - 18:00; Sun 9:30 - 4:30"
1	"Tu-Fr 17:00-21:00; Su-Sa 10:00-18:00"
1	"Mo-Fr 10:00-22:00, Sa 9:00-22:00, Su 9:00-14:00"
1	"11:00-20:00; Summer 11:00-21:00"
1	"12-22"
1	"Mo-Fr 06:00-18:30; Sa 06:00-14:00; Su 08:00-13:00"
1	"Tu-Th 06:00-18:00; Sa 06:00-10:00,14:00-18:00; Su 06:00-10:00,13:00-18:00"
1	"Mo-Fr 09:00-18:00; Sa,Su 09:00-13:00"
1	"Tu,We,Th,Su 09:30-22:00; Fr,Sa 09:30-00:00; Mo closed"
1	"Jun 26-Aug 15: 10:00-18:00 ""on request"""
1	"Mo 10:00-02:00; Tu,We 10:00-24:00; Th 10:00-02:00; Fr,Sa 10:00-03:00; Su 13:00-19:00"
1	"Su-We 08:30-17:00; Th-Sa 08:30-18:00"
1	"We-Fr 12:00-18:00; Sa 14:00-18:00; Su 09:30-12:00, 14:00-18:00; Mo, Tu off"
1	"Mo,We,Fr,Sa 14:00-03:00; Tu,Th,Su 14:00-24:00"
1	"08:30-14:00, 14:30-01:00"
1	"Th 10:00-21:00; Tu-Fr 10:00-20:00; Sa-Su 11:00-20:00"
1	"Su-We 12:00-24:00; Th-Sa 12:00-02:00"
1	"Tu-Su 11:00+"
1	"Mo-Fr 06:30-16:30; Sa 07:00-12:30"
1	"Mo-Su 00:00-06:00,17:00-24:00"
1	"Tu-Fr 09:00-16:00; Sa 09:00-17:00; Su-Mo,PH off"
1	"Mo-Th 10:00-17:30"
1	"Mo-Sa 09:00-22:00; Su 09:30-22:00"
1	"Mo-Sa 09:00-19:00; Su 11:00-16:00"
1	"2014å¹´çŸ¢ä¸Šç¥­é–‹å‚¬æ™‚ Oct 10,Oct 11 During Yagami Fest."
1	"Mo 08:00-16:30; We-Sa 08:00-16:30; Su 09:00-16:00"
1	"Mo-Sa 13:00-20:00; Su 10:00-20:00"
1	"Tu-Th 11:00-01:00;Fr-Sa 11:00-03:00"
1	"07:30-16:30"
1	"07:30-15:30"
1	"Mo-Sun 08:30-20:00"
1	"Mo-Fr 07:00-19:00; Sa 08:30-19:00; Su 09:00-18:00"
1	"Mar-Oct: Mo-Su 09:00-19:00; Nov-Feb: Mo-Su 10:00-18:00"
1	"Tu-Sa 14:00-19:00;Su 13:00-19:00"
1	"Su; Oct-Mar off"
1	"Tu-We off"
1	"Apr-Oct: Th-Su 12:00-18:00; Nov-Mar: off"
1	"Mo,Tu,Th,Fr 07:30-18:00; Sa 07:30-18:00; Su 09:30-19:00"
1	"We-Su 14:00-18:00; Mo-Tu off"
1	"Mo-Su 13:30-24:00"
1	"""see zoo opening hours"""
1	"Mo-Fr 05:30-18:00; Sa 05:30-17:00; Su 06:30-17:00"
1	"Mo-Fr 06:00-12:30,14:00-18:00; Tu off; Sa 06:00-13:00; Su 14:00-18:00"
1	"Mo-Sa 9:30-21:00; Su 11:00-17:00"
1	"Mo-Su 08:00-18:00; "
1	"08:00-24:00,24:00-02:00"
1	"Mo-Fr 06:00-18:00; Sa 6:00-12:00"
1	"Mo-Fr 06:00-18:00; Sa 06:00-14:00; Su 07:00-11:00"
1	"Mo 09:00-14:00; Tu-Sa 09:00-18:30; Su 10:00-18:30"
1	"Apr 1-Sep 30 Th,Mo-Fr 10:00-17:00; Apr 1-Sep 30 Sa,Su,BH 10:00-19:00; winter Mo-Fr 11:00-16:00; winter Sa,Su,PH,BH 10:00-16:00"
1	"Mo-Su 00:00-05:00,17:00-24:00; Fr,Sa 00:00-08:00,17:00-24:00"
1	"Mo-Fr 07:00-19:00; Sa 08:00-19:00; Su 09:00-17:00"
1	"Tu-Fr 09:00-18:00; Sa 09:00-14:00; Mo off"
1	"Mo-Th 08:30-23:00; Fr 08:30-24:00; Sa 00:00-01:00,08:30-24:00; Su 00:00-01:00,09:00-23:00"
1	"Mo off;Tu-Th 17:00-22:00;Fr-Sa 17:00-05:00;Su 16:00-23:00"
1	"Mo-Sa 06:30-18:00; Su 08:00-17:00"
1	"Mo off; Tu-Su 11:00-23:00"
1	"mo-su 11:00-19:00"
1	"Mo-Fr 09:00-17:00;Sa-Su 10:00-18:00"
1	"season:ski Sa-Su 11:00-15:00"
1	"Mo-Fr 06:00-01:00; Sa 06:00-02:00; Su 10:00-24:00"
1	"Tu-Su 11:30-18:00"
1	"Mo-Fr 05:30-18:30; Sa 06:00-17:00; Su 07:00-18:00"
1	"Mo-Th 09:00-00:00; Fr 09:00-02:00; Sa 10:00-02:00; Su,PH off"
1	"Mo-Fr 08:30-16:00; Sa 10:00-15:00; Su off"
1	"Mo-Fr 11:00+"
1	"Mo-Su 15:00-23:59"
1	"Mo,We-Su 13:00+; Tu off"
1	"Mo-Fr 07:00-18:30;Sa 08:00-17:00;Su 10:00-17:00"
1	"0:00-2:00, 7:00-0:00"
1	"c 10.00 Ð´Ð¾ 2.00. Ð‘ÐµÐ· Ð²Ñ‹Ñ…Ð¾Ð´Ð½Ñ‹Ñ…"
1	"Mo-Fr 07:00-15:00; Sa,Su 07:00-14:00"
1	"Tu 18:00-20:00; Fr-Su 14:00-19:00"
1	"Mo-Fr 07:00-24:00;Sa-Su 09:00-24:00"
1	"Sep - Apr: Su 10:00-16:00"
1	"Chiuso il MartedÃ¬"
1	"Mo-Sa 09:00-12:00,14:00-18:00; Su 14:00-18:00"
1	"Tu-Th 11:00-20:00; Fr 10:00-15:00; Sa-Su 10:00-16:00"
1	"Mo-Th 12:00-16:00"
1	"May,Jun,Sep Mo,We,Th 14:00-22:00; Fr 12:00-22:00; Sa,Su 10:00-22:00; Jul,Aug Mo-Su 10:00-22:00; Aug 15-Jul 15 Tu off"
1	"Mo-Su 10:30+"
1	"Tu-Fr 10:00-18:00; Sa 08:00-16:00"
1	"Mo-Sa 09:00-18:00; Su 09:00-19:00"
1	"Mo-Fr 09:00-16:00; Sa 08:00-15:00"
1	"Mo 17:00-23:00; Tu-Sa 10:00-23:00; Su 12:00-22:30"
1	"Tu-Sa 14:00-19:00;Su 10:00-19:00"
1	"Su-Th 12:00-20:00; Fr-Sa 12:00-21:30"
1	"Mo-Fr 07:30-17:30, Sa off; Su off"
1	"Mo-Sa 07:00-20:00; Su off"
1	"Mo-Fr 06:00-18:00; Sa 06:00-12:00; Su 07:30-10:30"
1	"Mo-Sa 08:00-"
1	"Mo 11:30-18:00;Tu-Sa 08:30-18:00"
1	"Mo-Su 10:00-18:00; Tu off; We off"
1	"Mo-Fr 09:00-21:00; Sa-Su 11:00-23:00"
1	"JUN-AUG: TH-FR 16:00-24:00; JUN-AUG: SA 14:00-24:00; JUN-AUG: SU 10:00-24:00"
1	"Mo-Fr 08:00-24:00; Sa 00:00-01:00,08:00-24:00; Su 00:00-01:00,10:00-24:00"
1	"Su 06:00-22:00; Mo-Th 05:30-22:00; Fr-Sa 05:30-21:00"
1	"Fr-Su 14:30-18:00"
1	"Mo-Sa 07:30-20:00;Su 09:00-20:00"
1	"Mo-We 07:15-13:00; Th 07:15-13:00,15:00+; Fr,Sa 07:15-13:00,16:00+; Su 08:00-13:00,16:00+"
1	"Mo-Fr 09:00-19:00; Sa 10:00-17:00; Su, PH 13:00-17:00"
1	"Sa 12:00-18:00; Su 11:00-18:00"
1	"Mo-Su 11:00-20:00;Fr off"
1	"Mo-Sa 10:00-16:00"
1	"Mo off, Tu-Sa 11:00-18:00"
1	"Lu-Ve 06:30-16:30"
1	"We-Fr 12:00-24:00; Sa 14:00-24:00; Su 14:00-19:00"
1	"Mo-We 07:30-18:00; Th,Sa 07:30-20:00; Fr 07:30-20:30; Su 08:00-20:00"
1	"Mo-Fr 07:00-19:00; Sa 07:30-19:00; Su 08:00-19:00"
1	"Mo-Su 10:00-16:00; Tu off; We off"
1	"Mo 10:00-17:00; We-Su 09:00-17:00"
1	"Mon-mon 18.30-02.30"
1	"Mo-Fr 07:00-17:00;Sa 07:00-14:00"
1	"Mo-Fr 06:00-18:00; Sa 06:00-13:00; Su 07:30-10:30"
1	"Jan-Mar Sa-Su 11:00-15:00"
1	"14:00-18:00; Th off"
1	"Mo-Fr 06:30-13:00, 14:30-18:30; Sa 06:30-18:00; Su 08:00-11:00, 14:00-18:00"
1	"Apr-May 11:00-18:00; Mo-Tu off"
1	"Tu,We 09:00-18:30; Th-Sa 09:00-22:00; Su 14:00-18:00"
1	"12:00+; Fr 12:00+,17:30+ ""lunch only on days when course members are presents, so call to check"""
1	"Mo-Sa 10:00-23:00; Su 10:00-21:00"
1	"Mo,Fr 10:00-24:00; Tu,Th,Sa 14:00-24:00"
1	"Th-Sa 14:00-18:00"
1	"Apr-Oct: Tu 09:30-13:00,14:00+; We-Sa 14:00+; Su 09:30-12:00,13:00+"
1	"Mo off; Tu-Fr 08:00-18:00; Sa-Su 07:00-18:00"
1	"Mo-Fr 7:00-15:00"
1	"08.00 - 23.00"
1	"Mo-Sa 7:30-2:30"
1	"Su-Th 8:00-0:00; Fr-Sa 8:00-13:00"
1	"10:00am-1:00pm"
1	"Mo-Th 7:00-20:00; Fr 7:00-22:00; Sa 7:00-22:00; Su 7:00-20:00"
1	"Mo-Sa 10:00-18:00; Su 9:30-16:30"
1	"Mo-Fr 6:30-19:00; Sa-Su 7:00-19:00"
1	"Tu 11:30-19:00; We-Fr 11:30-22:00; Sa 9:00-22:00; Su 11:30-18:00"
1	"Mo-Fr 11:00-14:30; Mo-Sa 17:30-22:00; Sa-Sa 10:00-15:00"
1	"Mo-Fr 06:00-18:00; Sa 07:00-13:00; Su 08:00-16:00"
1	"Tu, Th, Fr 7:30-16:00; Sa 8:00-17:00; Su 8:00-16:00"
1	"Mo-Th 10:00-17:00; Fr-Sa 10:00-18:00; Su 12:00-17:00"
1	"Mo-Sa 8:00-17:00; Su 11:00-16:00"
1	"Tu 07:00-17:00; We-Sa 07:00-18:00; Su 12:00-17:30"
1	"Dec-Mar: Mo,Tu off; We-Su 11:00 - 21:00; Apr-Nov: off"
1	"Ã–ffnungszeit am Feiertagen?"
1	"09:00-17:00; Sa 10:00-15:00"
1	"Mo-Fr 06:00-20:00; Sa 06:00-18:00; Su 07:00-10:00,10:30-13:00,13:30-18:00"
1	"Tu-Sa 10:30-17:30"
1	"Ð´Ð¾ 24-00"
1	"Mo-Fr 10:00-20:00; Sa-Su 14:00-20:00"
1	"Sa 15:00-18:00; Su 14:00-18:00"
1	"Mo-Fr 11:00-18:00; Su 11:00-18:00; Sa off"
1	"Mo-Fr 07:30-18:00;Sa 07:30-16:00"
1	"Mon-Thu: 7:30am-10pm, Fri: 7:30am-11pm, Sat: 9:30am-11pm, Sun: 9:30am-10pm"
1	"Lu-Do 08:00-22:00"
1	"Mo-Fr 06:30-14:30, Sa 08:00-15:00"
1	"Mo-Fr 08:30-17:00; Th 08:30-18:00; Sa 09:00-16:00"
1	"Mo-Fr 07:30-20:00; Sa 07:00-18:00; Su 08:00-11:00"
1	"Mo-Th,Su 09:30-24:00;Fr,Sa 09:30-01:00"
1	"Mo-Sa 10:00-21:30; Su 10:00-20:30"
1	"Mo-Sa 07:30-17:00; Su 08:30-16:00"
1	"Mo-Fr 07:00-16:00; Sa 08:00-16:00; Su 09:00-16:00"
1	"Mo-Thu 10:00-22:00; Fr-Sa 10:00-01:00; Su 10:00-22:00"
1	"14:00-21:00"
1	"Mo-Su,PH 09:00-18:00; We,Th off"
1	"Mo-Th 06:30-23:00; Fr-Sa 06:30-01:00"
1	"Su-Th 10:00-20:00; Fr-Sa 10:00-21:00"
1	"Th 15:00-18:00;Sa-Su 14:00+"
1	"Su 11:00 - 19:00"
1	"Mo-Th 10:00-8:00; Fr-Su 10:00-9:00"
1	"Mo-Fr 08:00-18:00;Sa 09:00-13:00"
1	"Mon-Fri: 9.30am - 5.00pm Saturday: 9.30am- 5.00pm Sunday: 10.30am - 5.00pm (last orders- 4.30pm)"
1	"May-Aug Mo-Su 11:00-18:00; Sep-Apr Sa,Su 11:00-18:00"
1	"Tu-Fr 08:00-18:30; Sa 07:00-18:00; Su 09:00-18:00"
1	"11:00~21:00"
1	"Mo-Fr 07:00-22:00;Sa,Su,PH 08:00-22:00"
1	"Mo-Sa 06:30-23:00;Su 08:00-23:00"
1	"800 pm-5:00 am"
1	"9h00 - 21h00"
1	"Mo-Fr 0900-1600;Sa 0930-1600;Su 1000-1600"
1	"jusqua 20h"
1	"We 14:30-18:00; Sa-Su 14:00-18:00; PH 14:00-18:00"
1	"08:00-15:30"
1	"Mo-Th 05:30-21:00;Fr 05:30-22:00;Sa 07:00-22:00;Su 07:30-21:00"
1	"Mo-Th 07:00-22:00;Fr-Sa 07:00-00:00;Su,PH 07:00-20:00"
1	"Mo-Su 06:00-14:00"
1	"Abrimos todos los dias"
1	"Mo-Fr 07:30-18:30; Sa 08:00-15:00; Su 09:30-18:00"
1	"8:00-3:00"
1	"Mo-Sun 6:30am - 8pm"
1	"18:00 - 00:00"
1	"Tu-Su 11:00-17:00; Mo off"
1	"Mo-Fr 06:30-19:30;Sa 06:30-18:00;Su 08:00-17:00"
1	"12:00-15:00"
1	"Mo-Th 10:00-17:00;Fr-Sa 10:00-18:00;Su 12:00-17:00"
1	"Mo-Th 11:00-15:00;Fr-Sa 11:00-16:00"
1	"Tu-Fr 9:30-18:00, Sa-Su 13:30-18:00"
1	"Mo-Su 07:00-01:00"
1	"Apr-Oct: Fr-Su,PH 09:00-18:00; Nov-Mar: Fr-Su,PH 10:00-16:00"
1	"Fr 19:00-23:00; Sa,Su 14:30-17:30"
1	"Mo-Fr 07:00-18:00;Sa 08:00-18:00;Su 09:00-17:30"
1	"Apr-Oct: 07:30+; Nov-Mar: Th-Su 12:00+"
1	"Tu-Fr 08:30-18:00; Sa 08:30-16:00; Su 10:00-12:00,15:00-18:00"
1	"Mo-Sa 07:30-17:30;Su 10:00-16:00"
1	"Mo-Fr 06:00-18:00; Sa 07:00-12:00; Su 12:00-17:00"
1	"Mo-Th 06:00-22:00; Sa 07:00-24:00; PH Su off"
1	"Sa 21:00-24:00;Su 00:00-02:00"
1	"Mo-Th 6:00-21:00; Fr 6:00-22:00; Sa 6:30-22:00; Su 7:00-21:00"
1	"Mon-Fri: 08:00-19:00; Sat-Sun: 09:00-19:00"
1	"Mo-Th 05:00-21:30, Fr,Sa 05:00-22:00; Su 06:00-22:00"
1	"Mo-Su 15:00-19:00"
1	"Mo 08:00-15:00;Tu-Sa 08:00-18:00; Su 09:00-18:00"
1	"Su 08:00-20:00;Mo-Th 06:00-22:00;Fr-Sa 06:00-23:00"
1	"opening_hours=10:00-24:00"
1	"opening_hours=17:00-23:00"
1	"Mo-Sa 08:00-19:00; Su 14:00-19:00"
1	"Th-Tu 11:00-18:00"
1	"Montag Ruhetag Traffic bis 12:00 Uhr offen"
1	"Mo-Sa 07:30-15:00"
1	"Mo off; Tu-Fr 11:00-15:00,18:00-22:30; Sa 11:00-22:30; Su 11:00-15:30"
1	"Mo-Th 09:00-23:00, Fr 09:00-23:59, Sa 10:00-23:59, Su 11:00-23:00"
1	"Mo,We,Th,Fr 10:00-18:00; Sa,Su 12:00-18:00; Tu off"
1	"8:00 am - 10:00 pm"
1	"Mo-We 07:00-15:00; Th-Fr 07:00-19:00; Sa 08:00-19:00; Su 08:00-15:00"
1	"Mo-Fr 07:00-21:00; Sa 08:00-21:00; Su closed"
1	"Mo-Sa 07:30-18:00; Su 09:00-17:30; PH 09:00-17:30"
1	"6am-10pm M-Th, 6am-11pm F, 7am-11pm Sat, 7am-10pm Sun"
1	"Mo-Sa 09:00-16:00; Su,PH off"
1	"9:00â€“3:00"
1	"Mo-Fr 08:00-18:00; Sa 08:30-15:00"
1	"Mo,We-Sa 08:30-18:00; Su,PH 10:00-18:00"
1	"Mo-Sa 06:00-19; 00"
1	"09.00-22.00"
1	"Monday to Friday 9.30 to 5  Saturday 9.30 to 5.30  Sunday 10 to 5"
1	"6:30AM - 6:00PM"
1	"Th 10:00-18:00; Fr 12:00-20:00; Sa 15:00-22:00; Su 10:00-20:00"
1	"Ð´Ð¾ 24.00"
1	"08:00 - 23:30"
