?n	?predicate
1	<http://linkedgeodata.org/ontology/amenity%3A-2013>
1	<http://linkedgeodata.org/ontology/amenity%3A2013->
1	<http://linkedgeodata.org/ontology/amenity%3Aliquor_license>
1	<http://linkedgeodata.org/ontology/amenity%3Atyp>
1	<http://linkedgeodata.org/ontology/amenity_3>
1	<http://linkedgeodata.org/ontology/amenity_4>
1	<http://linkedgeodata.org/ontology/amenity_5>
1	<http://linkedgeodata.org/ontology/american>
1	<http://linkedgeodata.org/ontology/and>
1	<http://linkedgeodata.org/ontology/anemity>
1	<http://linkedgeodata.org/ontology/apple_pie>
1	<http://linkedgeodata.org/ontology/arbeitstag>
1	<http://linkedgeodata.org/ontology/atm%3Aoperator>
1	<http://linkedgeodata.org/ontology/attributes>
1	<http://linkedgeodata.org/ontology/author>
1	<http://linkedgeodata.org/ontology/automated>
1	<http://linkedgeodata.org/ontology/award%3AGault-Millau%3A2014>
1	<http://linkedgeodata.org/ontology/award%3AMichelin>
1	<http://linkedgeodata.org/ontology/award%3Agrimod>
1	<http://linkedgeodata.org/ontology/b%3Atype>
1	<http://linkedgeodata.org/ontology/baby_changing>
1	<http://linkedgeodata.org/ontology/bag%3Apandstatus>
1	<http://linkedgeodata.org/ontology/bagid>
1	<http://linkedgeodata.org/ontology/bar%3Aname>
1	<http://linkedgeodata.org/ontology/barometer>
1	<http://linkedgeodata.org/ontology/bedienung>
1	<http://linkedgeodata.org/ontology/beer%3Apils>
1	<http://linkedgeodata.org/ontology/bett_and_bike>
1	<http://linkedgeodata.org/ontology/beverages>
1	<http://linkedgeodata.org/ontology/biergarden>
1	<http://linkedgeodata.org/ontology/billards>
1	<http://linkedgeodata.org/ontology/biosph%C3%A4renwirt>
1	<http://linkedgeodata.org/ontology/birds>
1	<http://linkedgeodata.org/ontology/bistro>
1	<http://linkedgeodata.org/ontology/bitcoin%3Aaddress>
1	<http://linkedgeodata.org/ontology/bldam%3Acriteria>
1	<http://linkedgeodata.org/ontology/bldam%3Ainscription_date>
1	<http://linkedgeodata.org/ontology/blind%3Aaudio%3Ade>
1	<http://linkedgeodata.org/ontology/boatsteeg>
1	<http://linkedgeodata.org/ontology/bramch>
1	<http://linkedgeodata.org/ontology/branch%3Aen>
1	<http://linkedgeodata.org/ontology/brand%3Abeer>
1	<http://linkedgeodata.org/ontology/brand%3Acoffee>
1	<http://linkedgeodata.org/ontology/brewery%3ABecks>
1	<http://linkedgeodata.org/ontology/brewery%3APils>
1	<http://linkedgeodata.org/ontology/brewery%3Abraunbier>
1	<http://linkedgeodata.org/ontology/brewery%3Aimperial_stout>
1	<http://linkedgeodata.org/ontology/brewery%3Aindian>
1	<http://linkedgeodata.org/ontology/brewery%3Aipa>
1	<http://linkedgeodata.org/ontology/brewery%3Akellerbier>
1	<http://linkedgeodata.org/ontology/brewery%3Aurtyp>
1	<http://linkedgeodata.org/ontology/brewery%3Aweisbier>
1	<http://linkedgeodata.org/ontology/brothel>
1	<http://linkedgeodata.org/ontology/brothel%3Acontact_bar>
1	<http://linkedgeodata.org/ontology/buildein%3Alevels>
1	<http://linkedgeodata.org/ontology/building%3Aadjacency>
1	<http://linkedgeodata.org/ontology/building%3Aarchitect>
1	<http://linkedgeodata.org/ontology/building%3Afacade%3Acolour>
1	<http://linkedgeodata.org/ontology/building%3Afacade%3Amaterial>
1	<http://linkedgeodata.org/ontology/building%3Afloor_type>
1	<http://linkedgeodata.org/ontology/building%3Agable_wall>
1	<http://linkedgeodata.org/ontology/building%3Ahistoric>
1	<http://linkedgeodata.org/ontology/building%3Alayer>
1	<http://linkedgeodata.org/ontology/building%3AlevelPlan>
1	<http://linkedgeodata.org/ontology/building%3Alevels%3Atop>
1	<http://linkedgeodata.org/ontology/building%3Aname>
1	<http://linkedgeodata.org/ontology/building%3Aobm>
1	<http://linkedgeodata.org/ontology/building%3Aoverhang>
1	<http://linkedgeodata.org/ontology/building%3Aroof%3Aextent>
1	<http://linkedgeodata.org/ontology/building%3Aroof%3Alevels>
1	<http://linkedgeodata.org/ontology/building%3Asoft_storey>
1	<http://linkedgeodata.org/ontology/building%3Aunits>
1	<http://linkedgeodata.org/ontology/building%3Ause%3Aretail>
1	<http://linkedgeodata.org/ontology/building_1>
1	<http://linkedgeodata.org/ontology/building_levels>
1	<http://linkedgeodata.org/ontology/building_number>
1	<http://linkedgeodata.org/ontology/building_shape>
1	<http://linkedgeodata.org/ontology/building_use>
1	<http://linkedgeodata.org/ontology/buisiness>
1	<http://linkedgeodata.org/ontology/business>
1	<http://linkedgeodata.org/ontology/business_lunch>
1	<http://linkedgeodata.org/ontology/cadastre%3Autilization>
1	<http://linkedgeodata.org/ontology/caf%C3%A9>
1	<http://linkedgeodata.org/ontology/camera%3Amount>
1	<http://linkedgeodata.org/ontology/camera%3Atype>
1	<http://linkedgeodata.org/ontology/canoe%3Aservice>
1	<http://linkedgeodata.org/ontology/canvec%3AdatasetName>
1	<http://linkedgeodata.org/ontology/canvec%3Asource>
1	<http://linkedgeodata.org/ontology/canvec%3Auuid>
1	<http://linkedgeodata.org/ontology/capacity%3Abeds>
1	<http://linkedgeodata.org/ontology/capacity%3Aindoor>
1	<http://linkedgeodata.org/ontology/capacity%3Ainside>
1	<http://linkedgeodata.org/ontology/capacity%3Aoutdoor>
1	<http://linkedgeodata.org/ontology/capacity%3Aparent>
1	<http://linkedgeodata.org/ontology/capacity%3Aseperated>
1	<http://linkedgeodata.org/ontology/carry_out>
1	<http://linkedgeodata.org/ontology/cash>
1	<http://linkedgeodata.org/ontology/cat>
1	<http://linkedgeodata.org/ontology/celuar%202>
1	<http://linkedgeodata.org/ontology/celular>
1	<http://linkedgeodata.org/ontology/cesena%3Aref_id>
1	<http://linkedgeodata.org/ontology/chairs>
1	<http://linkedgeodata.org/ontology/charging>
1	<http://linkedgeodata.org/ontology/childrenchairs>
1	<http://linkedgeodata.org/ontology/chimney>
1	<http://linkedgeodata.org/ontology/cisine%3Aja>
1	<http://linkedgeodata.org/ontology/ciusine>
1	<http://linkedgeodata.org/ontology/close>
1	<http://linkedgeodata.org/ontology/closed_on>
1	<http://linkedgeodata.org/ontology/cocktails>
1	<http://linkedgeodata.org/ontology/code_commune>
1	<http://linkedgeodata.org/ontology/coffee>
1	<http://linkedgeodata.org/ontology/comment%3Aen>
1	<http://linkedgeodata.org/ontology/comment%3Aopening_hours%3Aet%3Aes>
1	<http://linkedgeodata.org/ontology/commonscat>
1	<http://linkedgeodata.org/ontology/commune>
1	<http://linkedgeodata.org/ontology/communication%3Amobile_phone>
1	<http://linkedgeodata.org/ontology/community_centre%3Aname>
1	<http://linkedgeodata.org/ontology/community_centre%3Awheelchair>
1	<http://linkedgeodata.org/ontology/concert_location>
1	<http://linkedgeodata.org/ontology/construction_date>
1	<http://linkedgeodata.org/ontology/contact%3Aalt_phone>
1	<http://linkedgeodata.org/ontology/contact%3Aemail2>
1	<http://linkedgeodata.org/ontology/contact%3Afax%3Ahotel>
1	<http://linkedgeodata.org/ontology/contact%3Amobilephone>
1	<http://linkedgeodata.org/ontology/contact%3Aoffice>
1	<http://linkedgeodata.org/ontology/contact%3Aphone%3A2>
1	<http://linkedgeodata.org/ontology/contact%3Aphone%3Ahotel>
1	<http://linkedgeodata.org/ontology/contact%3Aphone%3Arestaurant>
1	<http://linkedgeodata.org/ontology/contact%3Asocial_network>
1	<http://linkedgeodata.org/ontology/contact%3Atelephon>
1	<http://linkedgeodata.org/ontology/contact%3Axing>
1	<http://linkedgeodata.org/ontology/contact%3Ayelp>
1	<http://linkedgeodata.org/ontology/contact.source%3Awebsite>
1	<http://linkedgeodata.org/ontology/contatc%3Aphone>
1	<http://linkedgeodata.org/ontology/cook>
1	<http://linkedgeodata.org/ontology/cooking>
1	<http://linkedgeodata.org/ontology/cooperative>
1	<http://linkedgeodata.org/ontology/couisine>
1	<http://linkedgeodata.org/ontology/country>
1	<http://linkedgeodata.org/ontology/crop>
1	<http://linkedgeodata.org/ontology/crossing_ref>
1	<http://linkedgeodata.org/ontology/cuijone%3Aja>
1	<http://linkedgeodata.org/ontology/cuiqsine>
1	<http://linkedgeodata.org/ontology/cuis>
1	<http://linkedgeodata.org/ontology/cuisine%3Abg>
1	<http://linkedgeodata.org/ontology/cuisine%3Achinese>
1	<http://linkedgeodata.org/ontology/cuisine%3Agerman>
1	<http://linkedgeodata.org/ontology/cuisine%3Ahalal>
1	<http://linkedgeodata.org/ontology/cuisine%3Ajs>
1	<http://linkedgeodata.org/ontology/cuisine%3Anote%3Aca>
1	<http://linkedgeodata.org/ontology/cuisine%3Aopen>
1	<http://linkedgeodata.org/ontology/cuisine%3Aopening_hours>
1	<http://linkedgeodata.org/ontology/cuisine%3Aregion>
1	<http://linkedgeodata.org/ontology/cuisine%3Asandwich>
1	<http://linkedgeodata.org/ontology/cuisine%3Asea_food>
1	<http://linkedgeodata.org/ontology/cuisine%3Aspecialty>
1	<http://linkedgeodata.org/ontology/cuisine%3Asushi>
1	<http://linkedgeodata.org/ontology/cuisine%3Athai>
1	<http://linkedgeodata.org/ontology/cuisine%3Aturkish>
1	<http://linkedgeodata.org/ontology/cuisine%3Dcr%C3%AApes%3Bgalettes>
1	<http://linkedgeodata.org/ontology/cuisine_special>
1	<http://linkedgeodata.org/ontology/cuisins>
1	<http://linkedgeodata.org/ontology/cuisins%3Aja>
1	<http://linkedgeodata.org/ontology/cuisne>
1	<http://linkedgeodata.org/ontology/cuisne%3Aja>
1	<http://linkedgeodata.org/ontology/currency%3AEUR>
1	<http://linkedgeodata.org/ontology/currency%3Aothers>
1	<http://linkedgeodata.org/ontology/customers>
1	<http://linkedgeodata.org/ontology/damage_status>
1	<http://linkedgeodata.org/ontology/data_zmiany>
1	<http://linkedgeodata.org/ontology/date_off>
1	<http://linkedgeodata.org/ontology/days_off>
1	<http://linkedgeodata.org/ontology/deli>
1	<http://linkedgeodata.org/ontology/delivered>
1	<http://linkedgeodata.org/ontology/delivering>
1	<http://linkedgeodata.org/ontology/delivers>
1	<http://linkedgeodata.org/ontology/delivery%20service>
1	<http://linkedgeodata.org/ontology/delivery_hours>
1	<http://linkedgeodata.org/ontology/delivery_times>
1	<http://linkedgeodata.org/ontology/descriptio>
1	<http://linkedgeodata.org/ontology/description%3Acs>
1	<http://linkedgeodata.org/ontology/description%3Acz>
1	<http://linkedgeodata.org/ontology/description%3Afi>
1	<http://linkedgeodata.org/ontology/description%3Afloor>
1	<http://linkedgeodata.org/ontology/description%3Ahu>
1	<http://linkedgeodata.org/ontology/description%3Apayment%3Afr>
1	<http://linkedgeodata.org/ontology/description%3Ashop>
1	<http://linkedgeodata.org/ontology/description%3Asv>
1	<http://linkedgeodata.org/ontology/description3>
1	<http://linkedgeodata.org/ontology/desde>
1	<http://linkedgeodata.org/ontology/details>
1	<http://linkedgeodata.org/ontology/diaper%3Afemale>
1	<http://linkedgeodata.org/ontology/diaper%3Amale>
1	<http://linkedgeodata.org/ontology/die%3Avegetarian>
1	<http://linkedgeodata.org/ontology/diet%3Aayurvedic>
1	<http://linkedgeodata.org/ontology/diet%3Adairy>
1	<http://linkedgeodata.org/ontology/diet%3Adairy_free>
1	<http://linkedgeodata.org/ontology/diet%3Adiet%3Alacto_vegetarian>
1	<http://linkedgeodata.org/ontology/diet%3Alacto_vegetarian%20>
1	<http://linkedgeodata.org/ontology/diet%3Asoy_free>
1	<http://linkedgeodata.org/ontology/diey%3Agluten_free>
1	<http://linkedgeodata.org/ontology/disabled>
1	<http://linkedgeodata.org/ontology/disabled%3Adescription>
1	<http://linkedgeodata.org/ontology/discount%3Astudents>
1	<http://linkedgeodata.org/ontology/district>
1	<http://linkedgeodata.org/ontology/disused%3Aamenity%3Aname>
1	<http://linkedgeodata.org/ontology/disused%3Abrothel%3Acontact_bar>
1	<http://linkedgeodata.org/ontology/disused%3Acuisine>
1	<http://linkedgeodata.org/ontology/disused%3Aname2>
1	<http://linkedgeodata.org/ontology/disused%3Aphone>
1	<http://linkedgeodata.org/ontology/disused%3Asmoking>
1	<http://linkedgeodata.org/ontology/diverse>
1	<http://linkedgeodata.org/ontology/divipola>
1	<http://linkedgeodata.org/ontology/dnt%3Adiscount>
1	<http://linkedgeodata.org/ontology/dontimport%3Afhrs%3Aaddrline1>
1	<http://linkedgeodata.org/ontology/dontimport%3Afhrs%3Aaddrline2>
1	<http://linkedgeodata.org/ontology/dontimport%3Afhrs%3Abusinesstype>
1	<http://linkedgeodata.org/ontology/drink%3AL%C3%BCbzer>
1	<http://linkedgeodata.org/ontology/drink%3Aafri-cola>
1	<http://linkedgeodata.org/ontology/drink%3Abeer%3AFlamberger>
1	<http://linkedgeodata.org/ontology/drink%3Abeer%3AReininghaus>
1	<http://linkedgeodata.org/ontology/drink%3Abeer%3Afreistaedter>
1	<http://linkedgeodata.org/ontology/drink%3Acoffee%3Asuchan>
1	<http://linkedgeodata.org/ontology/drink%3Adraught>
1	<http://linkedgeodata.org/ontology/drink%3Adraught%3Afranziskaner>
1	<http://linkedgeodata.org/ontology/drink%3Akr%C3%A4usen>
1	<http://linkedgeodata.org/ontology/drink%3Aleet-mate>
1	<http://linkedgeodata.org/ontology/drink%3Apeda-cola>
1	<http://linkedgeodata.org/ontology/drink%3Asmoothie>
1	<http://linkedgeodata.org/ontology/drink%3Asoy_milk>
1	<http://linkedgeodata.org/ontology/drive-in>
1	<http://linkedgeodata.org/ontology/drive_in%3Aname>
1	<http://linkedgeodata.org/ontology/drive_thru>
1	<http://linkedgeodata.org/ontology/ele%3ANN>
1	<http://linkedgeodata.org/ontology/ele%3Ade>
1	<http://linkedgeodata.org/ontology/ele%3Alocal>
1	<http://linkedgeodata.org/ontology/email%3Aapartments>
1	<http://linkedgeodata.org/ontology/email%3Ahours>
1	<http://linkedgeodata.org/ontology/emuia%3Aid>
1	<http://linkedgeodata.org/ontology/entrance%3Aramp>
1	<http://linkedgeodata.org/ontology/entrance%3Asteps>
1	<http://linkedgeodata.org/ontology/entrance%3Atype>
1	<http://linkedgeodata.org/ontology/entry>
1	<http://linkedgeodata.org/ontology/est>
1	<http://linkedgeodata.org/ontology/est_date>
1	<http://linkedgeodata.org/ontology/ewmapa%3Afunkcja>
1	<http://linkedgeodata.org/ontology/extras>
1	<http://linkedgeodata.org/ontology/featuresAbutters>
1	<http://linkedgeodata.org/ontology/fence_type>
1	<http://linkedgeodata.org/ontology/ferm%C3%A9>
1	<http://linkedgeodata.org/ontology/fhrs%3A%3Aid>
1	<http://linkedgeodata.org/ontology/fhrs%3AlocalauthoritybusinessID>
1	<http://linkedgeodata.org/ontology/filipino>
1	<http://linkedgeodata.org/ontology/fire_hydrant%3Adiameter>
1	<http://linkedgeodata.org/ontology/fire_hydrant%3Aposition>
1	<http://linkedgeodata.org/ontology/fire_hydrant%3Atype>
1	<http://linkedgeodata.org/ontology/fire_operator>
1	<http://linkedgeodata.org/ontology/fire_rank>
1	<http://linkedgeodata.org/ontology/firefishy%3Areview>
1	<http://linkedgeodata.org/ontology/fitness>
1	<http://linkedgeodata.org/ontology/fixing_phase>
1	<http://linkedgeodata.org/ontology/fixme%3A2>
1	<http://linkedgeodata.org/ontology/fixme%3Akomzpa>
1	<http://linkedgeodata.org/ontology/fixme%3Alocation>
1	<http://linkedgeodata.org/ontology/fixme2>
1	<http://linkedgeodata.org/ontology/floor%3Amaterial%3Atype>
1	<http://linkedgeodata.org/ontology/focus>
1	<http://linkedgeodata.org/ontology/fon>
1	<http://linkedgeodata.org/ontology/food%20cart>
1	<http://linkedgeodata.org/ontology/footway>
1	<http://linkedgeodata.org/ontology/former_amenity>
1	<http://linkedgeodata.org/ontology/foursquare>
1	<http://linkedgeodata.org/ontology/fuel%3Adiesel_B>
1	<http://linkedgeodata.org/ontology/fuel%3Ae85>
1	<http://linkedgeodata.org/ontology/fuel:GTL_diesel>
1	<http://linkedgeodata.org/ontology/fuel:octane_98>
1	<http://linkedgeodata.org/ontology/fumoir>
1	<http://linkedgeodata.org/ontology/fuzzy>
1	<http://linkedgeodata.org/ontology/gambling>
1	<http://linkedgeodata.org/ontology/garage>
1	<http://linkedgeodata.org/ontology/gastgarten>
1	<http://linkedgeodata.org/ontology/gay%3Amen>
1	<http://linkedgeodata.org/ontology/gazebo>
1	<http://linkedgeodata.org/ontology/gdke%3Acriteria>
1	<http://linkedgeodata.org/ontology/geb_nr>
1	<http://linkedgeodata.org/ontology/generator%3Aoutput%3Aelectricity>
1	<http://linkedgeodata.org/ontology/generator%3Aplace>
1	<http://linkedgeodata.org/ontology/geometry>
1	<http://linkedgeodata.org/ontology/golf>
1	<http://linkedgeodata.org/ontology/gourmet_cheque_acceptant>
1	<http://linkedgeodata.org/ontology/grill>
1	<http://linkedgeodata.org/ontology/grocery>
1	<http://linkedgeodata.org/ontology/guest%20house>
1	<http://linkedgeodata.org/ontology/guest_rooms>
1	<http://linkedgeodata.org/ontology/hamlet>
1	<http://linkedgeodata.org/ontology/handicap>
1	<http://linkedgeodata.org/ontology/handicap%C3%A9>
1	<http://linkedgeodata.org/ontology/happy_hour%3Adescription>
1	<http://linkedgeodata.org/ontology/health>
1	<http://linkedgeodata.org/ontology/health%20beneficial>
1	<http://linkedgeodata.org/ontology/health_specialty%3Ahydrotherapy>
1	<http://linkedgeodata.org/ontology/health_specialty%3Amanual_therapy>
1	<http://linkedgeodata.org/ontology/hema%3Aid>
1	<http://linkedgeodata.org/ontology/hgv>
1	<http://linkedgeodata.org/ontology/hiking>
1	<http://linkedgeodata.org/ontology/historic%3Abuilding>
1	<http://linkedgeodata.org/ontology/historic%3Acuisine>
1	<http://linkedgeodata.org/ontology/historic%3Aname>
1	<http://linkedgeodata.org/ontology/historic%3Aurl>
1	<http://linkedgeodata.org/ontology/hookah>
1	<http://linkedgeodata.org/ontology/hot_meals>
1	<http://linkedgeodata.org/ontology/houi>
1	<http://linkedgeodata.org/ontology/hour>
1	<http://linkedgeodata.org/ontology/hour_off>
1	<http://linkedgeodata.org/ontology/hour_on>
1	<http://linkedgeodata.org/ontology/hsin%20kuan>
1	<http://linkedgeodata.org/ontology/hsitoric>
1	<http://linkedgeodata.org/ontology/hst_number>
1	<http://linkedgeodata.org/ontology/ice>
1	<http://linkedgeodata.org/ontology/image%3Apanorama>
1	<http://linkedgeodata.org/ontology/image1>
1	<http://linkedgeodata.org/ontology/image3>
1	<http://linkedgeodata.org/ontology/image_5>
1	<http://linkedgeodata.org/ontology/imagery_source>
1	<http://linkedgeodata.org/ontology/img_type>
1	<http://linkedgeodata.org/ontology/indoor_seating>
1	<http://linkedgeodata.org/ontology/indoor_slide>
1	<http://linkedgeodata.org/ontology/inf>
1	<http://linkedgeodata.org/ontology/inn>
1	<http://linkedgeodata.org/ontology/inside>
1	<http://linkedgeodata.org/ontology/inside_atm>
1	<http://linkedgeodata.org/ontology/institute>
1	<http://linkedgeodata.org/ontology/int>
1	<http://linkedgeodata.org/ontology/internet_acces%3Afee>
1	<http://linkedgeodata.org/ontology/internet_access%3Aprovider>
1	<http://linkedgeodata.org/ontology/internet_password>
1	<http://linkedgeodata.org/ontology/invisible%3Aaddr%3Astreet>
1	<http://linkedgeodata.org/ontology/iof>
1	<http://linkedgeodata.org/ontology/is_in%3Aisland>
1	<http://linkedgeodata.org/ontology/is_in%3Alocality>
1	<http://linkedgeodata.org/ontology/item_1>
1	<http://linkedgeodata.org/ontology/item_10>
1	<http://linkedgeodata.org/ontology/item_11>
1	<http://linkedgeodata.org/ontology/item_2>
1	<http://linkedgeodata.org/ontology/item_3>
1	<http://linkedgeodata.org/ontology/item_4>
1	<http://linkedgeodata.org/ontology/item_5>
1	<http://linkedgeodata.org/ontology/item_6>
1	<http://linkedgeodata.org/ontology/item_7>
1	<http://linkedgeodata.org/ontology/item_8>
1	<http://linkedgeodata.org/ontology/item_9>
1	<http://linkedgeodata.org/ontology/kebele>
1	<http://linkedgeodata.org/ontology/keywords>
1	<http://linkedgeodata.org/ontology/kids_area>
1	<http://linkedgeodata.org/ontology/kitchen%3Aopening_hours>
1	<http://linkedgeodata.org/ontology/kml_folder>
1	<http://linkedgeodata.org/ontology/labelname>
1	<http://linkedgeodata.org/ontology/lanes>
1	<http://linkedgeodata.org/ontology/language>
1	<http://linkedgeodata.org/ontology/languages>
1	<http://linkedgeodata.org/ontology/lastname>
1	<http://linkedgeodata.org/ontology/lavel>
1	<http://linkedgeodata.org/ontology/lieu_etudiant>
1	<http://linkedgeodata.org/ontology/link%3Aberlin.de>
1	<http://linkedgeodata.org/ontology/link%3Afacebook>
1	<http://linkedgeodata.org/ontology/link%3Aflickr>
1	<http://linkedgeodata.org/ontology/link%3Atabelog>
1	<http://linkedgeodata.org/ontology/link%3Atwitter>
1	<http://linkedgeodata.org/ontology/linkedin>
1	<http://linkedgeodata.org/ontology/linz%3Agarmin_type>
1	<http://linkedgeodata.org/ontology/live%20music>
1	<http://linkedgeodata.org/ontology/live_music>
1	<http://linkedgeodata.org/ontology/livraison>
1	<http://linkedgeodata.org/ontology/loc%3Aname>
1	<http://linkedgeodata.org/ontology/loc_ref>
1	<http://linkedgeodata.org/ontology/local_food>
1	<http://linkedgeodata.org/ontology/lot_type>
1	<http://linkedgeodata.org/ontology/lunch_menu>
1	<http://linkedgeodata.org/ontology/maaamet%3Aorig_tunnus>
1	<http://linkedgeodata.org/ontology/maid>
1	<http://linkedgeodata.org/ontology/manu>
1	<http://linkedgeodata.org/ontology/marc>
1	<http://linkedgeodata.org/ontology/massgis%3AAddress>
1	<http://linkedgeodata.org/ontology/massgis%3ABanCod>
1	<http://linkedgeodata.org/ontology/massgis%3AFAACS>
1	<http://linkedgeodata.org/ontology/massgis%3AGridNum>
1	<http://linkedgeodata.org/ontology/massgis%3AHistLink>
1	<http://linkedgeodata.org/ontology/massgis%3ALastEdit>
1	<http://linkedgeodata.org/ontology/massgis%3ANameOffc>
1	<http://linkedgeodata.org/ontology/massgis%3AOldMapNo>
1	<http://linkedgeodata.org/ontology/massgis%3APicLink>
1	<http://linkedgeodata.org/ontology/massgis%3ASequence>
1	<http://linkedgeodata.org/ontology/massgis%3AStName>
1	<http://linkedgeodata.org/ontology/massgis%3AStNum>
1	<http://linkedgeodata.org/ontology/massgis%3AStType>
1	<http://linkedgeodata.org/ontology/massgis%3AUseCode>
1	<http://linkedgeodata.org/ontology/massgis%3AUseType>
1	<http://linkedgeodata.org/ontology/massgis%3Acat>
1	<http://linkedgeodata.org/ontology/mattress>
1	<http://linkedgeodata.org/ontology/meetingpoint>
1	<http://linkedgeodata.org/ontology/mei>
1	<http://linkedgeodata.org/ontology/membership>
1	<http://linkedgeodata.org/ontology/microbrewery%3Aname>
1	<http://linkedgeodata.org/ontology/mml%3Aclass>
1	<http://linkedgeodata.org/ontology/mobil>
1	<http://linkedgeodata.org/ontology/mobile_phone>
1	<http://linkedgeodata.org/ontology/mongol_bbq>
1	<http://linkedgeodata.org/ontology/mooring>
1	<http://linkedgeodata.org/ontology/motto>
1	<http://linkedgeodata.org/ontology/mountain_pass>
1	<http://linkedgeodata.org/ontology/msg>
1	<http://linkedgeodata.org/ontology/myId1>
1	<http://linkedgeodata.org/ontology/name%3A-2013>
1	<http://linkedgeodata.org/ontology/name%3A2>
1	<http://linkedgeodata.org/ontology/name%3A2013->
1	<http://linkedgeodata.org/ontology/name%3Aalt_name>
1	<http://linkedgeodata.org/ontology/name%3Aan>
1	<http://linkedgeodata.org/ontology/name%3Aby>
1	<http://linkedgeodata.org/ontology/name%3Acz>
1	<http://linkedgeodata.org/ontology/name%3Ae>
1	<http://linkedgeodata.org/ontology/name%3Aeml>
1	<http://linkedgeodata.org/ontology/name%3Aetymology%3Awikidata>
1	<http://linkedgeodata.org/ontology/name%3Aformal>
1	<http://linkedgeodata.org/ontology/name%3Aguess>
1	<http://linkedgeodata.org/ontology/name%3Aid>
1	<http://linkedgeodata.org/ontology/name%3Aii>
1	<http://linkedgeodata.org/ontology/name%3Ainternet_access>
1	<http://linkedgeodata.org/ontology/name%3Ainternet_access%3Asource>
1	<http://linkedgeodata.org/ontology/name%3Aintl>
1	<http://linkedgeodata.org/ontology/name%3Aja_hira>
1	<http://linkedgeodata.org/ontology/name%3Akh>
1	<http://linkedgeodata.org/ontology/name%3Akr>
1	<http://linkedgeodata.org/ontology/name%3Aloc>
1	<http://linkedgeodata.org/ontology/name%3Ary>
1	<http://linkedgeodata.org/ontology/name%3Asr-Latin>
1	<http://linkedgeodata.org/ontology/name%3Ayi>
1	<http://linkedgeodata.org/ontology/name%3Azh_TW>
1	<http://linkedgeodata.org/ontology/name%C4%8Cen>
1	<http://linkedgeodata.org/ontology/name.source%3Ako>
1	<http://linkedgeodata.org/ontology/name_5>
1	<http://linkedgeodata.org/ontology/name_alt>
1	<http://linkedgeodata.org/ontology/name_de>
1	<http://linkedgeodata.org/ontology/name_el>
1	<http://linkedgeodata.org/ontology/name_en>
1	<http://linkedgeodata.org/ontology/name_historic>
1	<http://linkedgeodata.org/ontology/name_old>
1	<http://linkedgeodata.org/ontology/nane%3Aja-rm>
1	<http://linkedgeodata.org/ontology/naptan%3AAtcoCode>
1	<http://linkedgeodata.org/ontology/naptan%3ABearing>
1	<http://linkedgeodata.org/ontology/naptan%3ABusStopType>
1	<http://linkedgeodata.org/ontology/naptan%3ACommonName>
1	<http://linkedgeodata.org/ontology/naptan%3AIndicator>
1	<http://linkedgeodata.org/ontology/naptan%3ALandmark>
1	<http://linkedgeodata.org/ontology/naptan%3ANaptanCode>
1	<http://linkedgeodata.org/ontology/naptan%3AStreet>
1	<http://linkedgeodata.org/ontology/naptan%3Averified>
1	<http://linkedgeodata.org/ontology/nation>
1	<http://linkedgeodata.org/ontology/national>
1	<http://linkedgeodata.org/ontology/neme%3Aen>
1	<http://linkedgeodata.org/ontology/nett>
1	<http://linkedgeodata.org/ontology/noname>
1	<http://linkedgeodata.org/ontology/not%3Anccod%3Alp%3Apostcode>
1	<http://linkedgeodata.org/ontology/not%3Anccod%3Aname>
1	<http://linkedgeodata.org/ontology/not%3Anccod%3Apl%3Aname>
1	<http://linkedgeodata.org/ontology/note%3AEs>
1	<http://linkedgeodata.org/ontology/note%3AFIXME>
1	<http://linkedgeodata.org/ontology/note%3Aaddr>
1	<http://linkedgeodata.org/ontology/note%3Aaddr%3Ahousenumber>
1	<http://linkedgeodata.org/ontology/note%3Aaddr%3Astreet>
1	<http://linkedgeodata.org/ontology/note%3Aamenity>
1	<http://linkedgeodata.org/ontology/note%3Acontact%3Awebsite>
1	<http://linkedgeodata.org/ontology/note%3Aend_date>
1	<http://linkedgeodata.org/ontology/note%3Aformer_resident>
1	<http://linkedgeodata.org/ontology/note%3Afr%3A2>
1	<http://linkedgeodata.org/ontology/note%3Aname%3Aen>
1	<http://linkedgeodata.org/ontology/note%3Aname%3Ako>
1	<http://linkedgeodata.org/ontology/note%3Aold_amenity>
1	<http://linkedgeodata.org/ontology/note%3Aopening_hours_1>
1	<http://linkedgeodata.org/ontology/note%3Aorganisationsnummer>
1	<http://linkedgeodata.org/ontology/note%3Aphone>
1	<http://linkedgeodata.org/ontology/note%3Aposition>
1	<http://linkedgeodata.org/ontology/note%3Ase>
1	<http://linkedgeodata.org/ontology/note%3Asv>
1	<http://linkedgeodata.org/ontology/note%3Atemporary>
1	<http://linkedgeodata.org/ontology/note%3Awebsite>
1	<http://linkedgeodata.org/ontology/notice>
1	<http://linkedgeodata.org/ontology/obedoedId>
1	<http://linkedgeodata.org/ontology/occupied>
1	<http://linkedgeodata.org/ontology/off>
1	<http://linkedgeodata.org/ontology/offer>
1	<http://linkedgeodata.org/ontology/ohone>
1	<http://linkedgeodata.org/ontology/old%3Aalcohol%3A2>
1	<http://linkedgeodata.org/ontology/old%3Acuisine%3A2>
