?n	?predicate
13	<http://linkedgeodata.org/ontology/note%3Acuisine>
13	<http://linkedgeodata.org/ontology/opening_hours%3Abrunch>
13	<http://linkedgeodata.org/ontology/origin>
13	<http://linkedgeodata.org/ontology/petarakyat>
13	<http://linkedgeodata.org/ontology/ref%3Amhs>
13	<http://linkedgeodata.org/ontology/wikidata>
12	<http://linkedgeodata.org/ontology/access%3Aroof>
12	<http://linkedgeodata.org/ontology/architect>
12	<http://linkedgeodata.org/ontology/brewery%3Aweizen>
12	<http://linkedgeodata.org/ontology/contact%3Amail>
12	<http://linkedgeodata.org/ontology/contributor>
12	<http://linkedgeodata.org/ontology/credit%20card>
12	<http://linkedgeodata.org/ontology/diet>
12	<http://linkedgeodata.org/ontology/is_in%3Aprovince_code>
12	<http://linkedgeodata.org/ontology/operator%3Aen>
12	<http://linkedgeodata.org/ontology/payment%3Alitecoin>
12	<http://linkedgeodata.org/ontology/pub>
12	<http://linkedgeodata.org/ontology/ref%3Ait%3Avat>
12	<http://linkedgeodata.org/ontology/service>
12	<http://linkedgeodata.org/ontology/source%3Alisted_status>
12	<http://linkedgeodata.org/ontology/vegan>
11	<http://linkedgeodata.org/ontology/Floor>
11	<http://linkedgeodata.org/ontology/Website>
11	<http://linkedgeodata.org/ontology/_LAYER_>
11	<http://linkedgeodata.org/ontology/bag%3Aextract>
11	<http://linkedgeodata.org/ontology/bmo%3Atype>
11	<http://linkedgeodata.org/ontology/capacity%3Aoutdoors>
11	<http://linkedgeodata.org/ontology/category>
11	<http://linkedgeodata.org/ontology/cif>
11	<http://linkedgeodata.org/ontology/cuisine%3Ade>
11	<http://linkedgeodata.org/ontology/forks>
11	<http://linkedgeodata.org/ontology/image_1>
11	<http://linkedgeodata.org/ontology/network>
11	<http://linkedgeodata.org/ontology/operator%3Ahe>
11	<http://linkedgeodata.org/ontology/payment:electronic_purses>
11	<http://linkedgeodata.org/ontology/price%20range>
11	<http://linkedgeodata.org/ontology/ref%3Abagid>
11	<http://linkedgeodata.org/ontology/rooms%3Asingle>
11	<http://linkedgeodata.org/ontology/seamark%3Asmall_craft_facility%3Acategory>
11	<http://linkedgeodata.org/ontology/source%3Aele>
11	<http://linkedgeodata.org/ontology/source%3Atourism>
11	<http://linkedgeodata.org/ontology/winkelnummer>
10	<http://linkedgeodata.org/ontology/abandoned>
10	<http://linkedgeodata.org/ontology/addr%3Afull%3Azh>
10	<http://linkedgeodata.org/ontology/addr%3Aprovisionalnumber>
10	<http://linkedgeodata.org/ontology/appliance>
10	<http://linkedgeodata.org/ontology/bag%3Anummeraanduiding>
10	<http://linkedgeodata.org/ontology/contact%3Ahousenumber>
10	<http://linkedgeodata.org/ontology/contact%3Astreet>
10	<http://linkedgeodata.org/ontology/diet%3Araw>
10	<http://linkedgeodata.org/ontology/dogs>
10	<http://linkedgeodata.org/ontology/generator%3Asource>
10	<http://linkedgeodata.org/ontology/gnis%3Aedited>
10	<http://linkedgeodata.org/ontology/halal>
10	<http://linkedgeodata.org/ontology/hotel>
10	<http://linkedgeodata.org/ontology/internet_access%3Aaccess>
10	<http://linkedgeodata.org/ontology/media%3Acommons>
10	<http://linkedgeodata.org/ontology/mhs%3Ainscription_date>
10	<http://linkedgeodata.org/ontology/note%3Atisa>
10	<http://linkedgeodata.org/ontology/review>
10	<http://linkedgeodata.org/ontology/seasonal>
10	<http://linkedgeodata.org/ontology/source%3Apostal_code>
10	<http://linkedgeodata.org/ontology/source%3Awebsite>
10	<http://linkedgeodata.org/ontology/staff>
10	<http://linkedgeodata.org/ontology/water_supply>
9	<http://linkedgeodata.org/ontology/_Nume_>
9	<http://linkedgeodata.org/ontology/_Tip_>
9	<http://linkedgeodata.org/ontology/__created>
9	<http://linkedgeodata.org/ontology/__modified>
9	<http://linkedgeodata.org/ontology/__owner>
9	<http://linkedgeodata.org/ontology/accomodation>
9	<http://linkedgeodata.org/ontology/addr%3Adescription>
9	<http://linkedgeodata.org/ontology/addr%3Ahousenumber%3Asource>
9	<http://linkedgeodata.org/ontology/addr%3Aneighbourhood>
9	<http://linkedgeodata.org/ontology/bicycle>
9	<http://linkedgeodata.org/ontology/blind%3Adescription%3Ade>
9	<http://linkedgeodata.org/ontology/brewery%3AWeizen>
9	<http://linkedgeodata.org/ontology/canvec%3ACODE>
9	<http://linkedgeodata.org/ontology/capacity%3Apersons>
9	<http://linkedgeodata.org/ontology/capacity%3Awinterroom>
9	<http://linkedgeodata.org/ontology/catastro%3Aref>
9	<http://linkedgeodata.org/ontology/check_date>
9	<http://linkedgeodata.org/ontology/closed>
9	<http://linkedgeodata.org/ontology/club>
9	<http://linkedgeodata.org/ontology/contact_person>
9	<http://linkedgeodata.org/ontology/dance%3Astyle>
9	<http://linkedgeodata.org/ontology/description%3Ait>
9	<http://linkedgeodata.org/ontology/diet%3Alactose_free>
9	<http://linkedgeodata.org/ontology/dsa%3Acriteria>
9	<http://linkedgeodata.org/ontology/eh_ref>
9	<http://linkedgeodata.org/ontology/fee>
9	<http://linkedgeodata.org/ontology/inscription>
9	<http://linkedgeodata.org/ontology/location_name>
9	<http://linkedgeodata.org/ontology/mail>
9	<http://linkedgeodata.org/ontology/material>
9	<http://linkedgeodata.org/ontology/mobile>
9	<http://linkedgeodata.org/ontology/old_cuisine>
9	<http://linkedgeodata.org/ontology/open>
9	<http://linkedgeodata.org/ontology/ph%3Acontributor>
9	<http://linkedgeodata.org/ontology/ref%3AFR%3ASIREN>
9	<http://linkedgeodata.org/ontology/ref%3Adadlo>
9	<http://linkedgeodata.org/ontology/ref%3Adsa>
9	<http://linkedgeodata.org/ontology/source_ref%3Aopening_hours>
9	<http://linkedgeodata.org/ontology/summer_terrace>
9	<http://linkedgeodata.org/ontology/surface>
9	<http://linkedgeodata.org/ontology/uri>
9	<http://linkedgeodata.org/ontology/website%3Aen>
9	<http://linkedgeodata.org/ontology/wheelchair%3Adescription%3Aen>
8	<http://linkedgeodata.org/ontology/Source>
8	<http://linkedgeodata.org/ontology/addr%3Abarangay>
8	<http://linkedgeodata.org/ontology/addr2%3Ahousenumber>
8	<http://linkedgeodata.org/ontology/addr2%3Astreet>
8	<http://linkedgeodata.org/ontology/award%3AGaultMillau>
8	<http://linkedgeodata.org/ontology/bag%3Abegindatum>
8	<http://linkedgeodata.org/ontology/bag%3Avbo_id>
8	<http://linkedgeodata.org/ontology/bbg%3Aunit_number>
8	<http://linkedgeodata.org/ontology/building%3Acladding>
8	<http://linkedgeodata.org/ontology/building%3Aplace>
8	<http://linkedgeodata.org/ontology/condition>
8	<http://linkedgeodata.org/ontology/contact%3Apostcode>
8	<http://linkedgeodata.org/ontology/contact%3Atripadvisor>
8	<http://linkedgeodata.org/ontology/day_off>
8	<http://linkedgeodata.org/ontology/fixme%3Aele>
8	<http://linkedgeodata.org/ontology/former_name>
8	<http://linkedgeodata.org/ontology/heritage%3Aref>
8	<http://linkedgeodata.org/ontology/internet_access%3Awlan%3Akey>
8	<http://linkedgeodata.org/ontology/kitchen>
8	<http://linkedgeodata.org/ontology/note%3Aes>
8	<http://linkedgeodata.org/ontology/note%3Aopening_hours>
8	<http://linkedgeodata.org/ontology/notes>
8	<http://linkedgeodata.org/ontology/project%3Amappingforniger>
8	<http://linkedgeodata.org/ontology/source%3Ashape>
8	<http://linkedgeodata.org/ontology/year_of_construction>
7	<http://linkedgeodata.org/ontology/addr%3Acity%3Aen>
7	<http://linkedgeodata.org/ontology/addr%3Acountry_code>
7	<http://linkedgeodata.org/ontology/addr%3Adescription%3Aam>
7	<http://linkedgeodata.org/ontology/addr%3Alocality>
7	<http://linkedgeodata.org/ontology/addr%3Astreet%3Aen>
7	<http://linkedgeodata.org/ontology/bag%3Astatus>
7	<http://linkedgeodata.org/ontology/bettundbike>
7	<http://linkedgeodata.org/ontology/buffet>
7	<http://linkedgeodata.org/ontology/building%3Afoundation_height>
7	<http://linkedgeodata.org/ontology/contact%3Ap.o.box>
7	<http://linkedgeodata.org/ontology/contact%3Aphone2>
7	<http://linkedgeodata.org/ontology/cousin>
7	<http://linkedgeodata.org/ontology/cousine>
7	<http://linkedgeodata.org/ontology/drink%3Aespresso>
7	<http://linkedgeodata.org/ontology/foot>
7	<http://linkedgeodata.org/ontology/info>
7	<http://linkedgeodata.org/ontology/internet_access%3Awlan%3Aessid>
7	<http://linkedgeodata.org/ontology/kitchen_times>
7	<http://linkedgeodata.org/ontology/kms%3Acity_name>
7	<http://linkedgeodata.org/ontology/kvl_hro%3Adesc>
7	<http://linkedgeodata.org/ontology/nationalName>
7	<http://linkedgeodata.org/ontology/note%3Aannee%20de%20creation>
7	<http://linkedgeodata.org/ontology/note%3Acapacite>
7	<http://linkedgeodata.org/ontology/openingstijden>
7	<http://linkedgeodata.org/ontology/operational_status_quality>
7	<http://linkedgeodata.org/ontology/pasture>
7	<http://linkedgeodata.org/ontology/payment>
7	<http://linkedgeodata.org/ontology/pet>
7	<http://linkedgeodata.org/ontology/ref%3ABLfD>
7	<http://linkedgeodata.org/ontology/regionalName>
7	<http://linkedgeodata.org/ontology/restaurant%3Atype%3Anl>
7	<http://linkedgeodata.org/ontology/source%3Aname%3Aam>
7	<http://linkedgeodata.org/ontology/source%3Aref>
7	<http://linkedgeodata.org/ontology/toilet>
7	<http://linkedgeodata.org/ontology/tourism%3Awebsite>
7	<http://linkedgeodata.org/ontology/viniculture>
7	<http://linkedgeodata.org/ontology/was_in>
7	<http://linkedgeodata.org/ontology/was_in%3Azh>
6	<http://linkedgeodata.org/ontology/Id>
6	<http://linkedgeodata.org/ontology/Phone>
6	<http://linkedgeodata.org/ontology/accor_ticket_acceptant>
6	<http://linkedgeodata.org/ontology/addr%3Alot>
6	<http://linkedgeodata.org/ontology/addr%3Anumber>
6	<http://linkedgeodata.org/ontology/brewery%3AWeizenbier>
6	<http://linkedgeodata.org/ontology/building%3Alevel>
6	<http://linkedgeodata.org/ontology/building%3Amin_level>
6	<http://linkedgeodata.org/ontology/checkpoint>
6	<http://linkedgeodata.org/ontology/covered>
6	<http://linkedgeodata.org/ontology/cuisine%3Azh>
6	<http://linkedgeodata.org/ontology/description_3>
6	<http://linkedgeodata.org/ontology/dispensing>
6	<http://linkedgeodata.org/ontology/disused%3Arailway>
6	<http://linkedgeodata.org/ontology/electrified>
6	<http://linkedgeodata.org/ontology/established>
6	<http://linkedgeodata.org/ontology/firearms>
6	<http://linkedgeodata.org/ontology/gnis%3AST_alpha>
6	<http://linkedgeodata.org/ontology/guard%3Aoperator>
6	<http://linkedgeodata.org/ontology/heritage%3Asince>
6	<http://linkedgeodata.org/ontology/high_chair>
6	<http://linkedgeodata.org/ontology/historic%3Awebsite>
6	<http://linkedgeodata.org/ontology/housesuffix>
6	<http://linkedgeodata.org/ontology/image_2>
6	<http://linkedgeodata.org/ontology/is_in%3Aneighbourhood>
6	<http://linkedgeodata.org/ontology/long_name>
6	<http://linkedgeodata.org/ontology/name%3Agr>
6	<http://linkedgeodata.org/ontology/name%3Akana>
6	<http://linkedgeodata.org/ontology/name%3Alo>
6	<http://linkedgeodata.org/ontology/name2>
6	<http://linkedgeodata.org/ontology/name_2>
6	<http://linkedgeodata.org/ontology/nif>
6	<http://linkedgeodata.org/ontology/note%3Aname>
6	<http://linkedgeodata.org/ontology/organisationsnummer>
6	<http://linkedgeodata.org/ontology/payment%3Abancomat>
6	<http://linkedgeodata.org/ontology/payment%3Ameal_voucher>
6	<http://linkedgeodata.org/ontology/ref%3AFR%3ANAF>
6	<http://linkedgeodata.org/ontology/seamark%3Alandmark%3Acategory>
6	<http://linkedgeodata.org/ontology/service_times>
6	<http://linkedgeodata.org/ontology/source%3Aalt_name>
6	<http://linkedgeodata.org/ontology/source%3Aarea>
6	<http://linkedgeodata.org/ontology/source%3Anumber>
6	<http://linkedgeodata.org/ontology/source%3Auser>
6	<http://linkedgeodata.org/ontology/source%3Awheelchair>
6	<http://linkedgeodata.org/ontology/typhoon%3Adamage>
6	<http://linkedgeodata.org/ontology/uploaded_by>
6	<http://linkedgeodata.org/ontology/vacant>
6	<http://linkedgeodata.org/ontology/vending>
6	<http://linkedgeodata.org/ontology/verified>
6	<http://linkedgeodata.org/ontology/wheelchair%3Arooms>
6	<http://linkedgeodata.org/ontology/wheelchair%3Asource>
6	<http://linkedgeodata.org/ontology/winter_room>
5	<http://linkedgeodata.org/ontology/Colonia>
5	<http://linkedgeodata.org/ontology/accor_ticket>
5	<http://linkedgeodata.org/ontology/addr%3Aletter>
5	<http://linkedgeodata.org/ontology/addr.source%3Ahousenumber>
5	<http://linkedgeodata.org/ontology/alt_name%3Aen>
5	<http://linkedgeodata.org/ontology/bag%3Abouwjaar>
5	<http://linkedgeodata.org/ontology/beer>
5	<http://linkedgeodata.org/ontology/building%3Alayers>
5	<http://linkedgeodata.org/ontology/building%3Alevels%3Aunderground>
5	<http://linkedgeodata.org/ontology/building%3Aroof%3Aorientation>
5	<http://linkedgeodata.org/ontology/building%3Ausage%3Apl>
5	<http://linkedgeodata.org/ontology/building%3Ause%3Apl>
5	<http://linkedgeodata.org/ontology/camp_site>
5	<http://linkedgeodata.org/ontology/canvec%3AUUID>
5	<http://linkedgeodata.org/ontology/castle_type%3Ade>
5	<http://linkedgeodata.org/ontology/checkpoint%3Atype>
5	<http://linkedgeodata.org/ontology/colour>
5	<http://linkedgeodata.org/ontology/contact%3Aalt_mobile>
5	<http://linkedgeodata.org/ontology/contact%3Aphone%3Amobile>
5	<http://linkedgeodata.org/ontology/date_start>
5	<http://linkedgeodata.org/ontology/dcgis%3Afeaturecode>
5	<http://linkedgeodata.org/ontology/description%3Afr>
5	<http://linkedgeodata.org/ontology/gnis%3AClass>
5	<http://linkedgeodata.org/ontology/gnis%3ACounty>
5	<http://linkedgeodata.org/ontology/gnis%3ACounty_num>
5	<http://linkedgeodata.org/ontology/gnis%3AST_num>
5	<http://linkedgeodata.org/ontology/gnis%3Aid>
5	<http://linkedgeodata.org/ontology/heritage%3Aoperator%3Ashort>
5	<http://linkedgeodata.org/ontology/homepage>
5	<http://linkedgeodata.org/ontology/ice_cream>
5	<http://linkedgeodata.org/ontology/import_uuid>
5	<http://linkedgeodata.org/ontology/internet_access%3Assid>
5	<http://linkedgeodata.org/ontology/internet_access%3Awlan%3Abssid>
5	<http://linkedgeodata.org/ontology/internet_access%3Awlan%3Aenc>
5	<http://linkedgeodata.org/ontology/leasing_number>
5	<http://linkedgeodata.org/ontology/name%3A>
5	<http://linkedgeodata.org/ontology/name%3Aold>
5	<http://linkedgeodata.org/ontology/name_3>
5	<http://linkedgeodata.org/ontology/old_shop>
5	<http://linkedgeodata.org/ontology/opening_hours%3Anote>
5	<http://linkedgeodata.org/ontology/phone%3A2>
5	<http://linkedgeodata.org/ontology/photo>
5	<http://linkedgeodata.org/ontology/piste%3Aamenity>
5	<http://linkedgeodata.org/ontology/previous_use>
5	<http://linkedgeodata.org/ontology/rental>
5	<http://linkedgeodata.org/ontology/restaurant%3Atype_idn>
5	<http://linkedgeodata.org/ontology/ruins>
5	<http://linkedgeodata.org/ontology/smoking_hours>
5	<http://linkedgeodata.org/ontology/source%3Aaddr%3A>
5	<http://linkedgeodata.org/ontology/source%3Aaddr%3Apostcode>
5	<http://linkedgeodata.org/ontology/source%3Ahousenumber>
5	<http://linkedgeodata.org/ontology/source%3Aold_name>
5	<http://linkedgeodata.org/ontology/tower%3Atype>
5	<http://linkedgeodata.org/ontology/traffic_sign>
5	<http://linkedgeodata.org/ontology/uzh_landmark>
5	<http://linkedgeodata.org/ontology/wheelchair%3Adescription%3Afr>
4	<http://linkedgeodata.org/ontology/FR%3AERP>
4	<http://linkedgeodata.org/ontology/Number%20zone>
4	<http://linkedgeodata.org/ontology/_waypoint_>
4	<http://linkedgeodata.org/ontology/addr%3Alevel>
4	<http://linkedgeodata.org/ontology/airconditioning>
4	<http://linkedgeodata.org/ontology/attraction%3Aref>
4	<http://linkedgeodata.org/ontology/bakery>
4	<http://linkedgeodata.org/ontology/banquet>
4	<http://linkedgeodata.org/ontology/brewery%3Apils>
4	<http://linkedgeodata.org/ontology/bridge>
4	<http://linkedgeodata.org/ontology/building%3Aarchitecture>
4	<http://linkedgeodata.org/ontology/check>
4	<http://linkedgeodata.org/ontology/chef>
4	<http://linkedgeodata.org/ontology/contact%3Aname>
4	<http://linkedgeodata.org/ontology/course>
4	<http://linkedgeodata.org/ontology/cui>
4	<http://linkedgeodata.org/ontology/cuisine%3Aen>
4	<http://linkedgeodata.org/ontology/disused%3Awebsite>
4	<http://linkedgeodata.org/ontology/ele%3Awgs84>
4	<http://linkedgeodata.org/ontology/fair_trade>
4	<http://linkedgeodata.org/ontology/garden>
4	<http://linkedgeodata.org/ontology/highchair>
4	<http://linkedgeodata.org/ontology/home_delivery>
4	<http://linkedgeodata.org/ontology/internet_access%3Awlan%3Achannel>
4	<http://linkedgeodata.org/ontology/is_in%3Atheme_park>
4	<http://linkedgeodata.org/ontology/lfd%3Acriteria>
4	<http://linkedgeodata.org/ontology/lunch%3Aopening_hours>
4	<http://linkedgeodata.org/ontology/menu%3Aurl>
4	<http://linkedgeodata.org/ontology/min_clothing%3Ade>
4	<http://linkedgeodata.org/ontology/min_height>
4	<http://linkedgeodata.org/ontology/music>
4	<http://linkedgeodata.org/ontology/name%3Aabbr>
4	<http://linkedgeodata.org/ontology/name%3Aalt>
4	<http://linkedgeodata.org/ontology/name%3Acn>
4	<http://linkedgeodata.org/ontology/name%3Ajp>
4	<http://linkedgeodata.org/ontology/name%3Amy>
4	<http://linkedgeodata.org/ontology/name%3Arm>
4	<http://linkedgeodata.org/ontology/name%3Auz>
4	<http://linkedgeodata.org/ontology/name%3Azh-yue>
4	<http://linkedgeodata.org/ontology/note%3Aja>
4	<http://linkedgeodata.org/ontology/note%3Aname%3Azh>
4	<http://linkedgeodata.org/ontology/note%3Apl>
4	<http://linkedgeodata.org/ontology/number%20zone>
4	<http://linkedgeodata.org/ontology/old%3Aname>
4	<http://linkedgeodata.org/ontology/one_bed_room>
4	<http://linkedgeodata.org/ontology/opening_hours_1>
4	<http://linkedgeodata.org/ontology/operator%3Atax>
4	<http://linkedgeodata.org/ontology/pankatsu>
4	<http://linkedgeodata.org/ontology/payment%3Alunch_pass>
4	<http://linkedgeodata.org/ontology/price_range>
4	<http://linkedgeodata.org/ontology/ref%3Alfd>
4	<http://linkedgeodata.org/ontology/roof%3Aangle>
4	<http://linkedgeodata.org/ontology/roof%3Acolor>
4	<http://linkedgeodata.org/ontology/running_sushi>
4	<http://linkedgeodata.org/ontology/seamark%3Alandmark%3Aconspicuity>
4	<http://linkedgeodata.org/ontology/seamark%3Aname>
4	<http://linkedgeodata.org/ontology/seasonal%3Asummer>
4	<http://linkedgeodata.org/ontology/shop%3Aunits>
4	<http://linkedgeodata.org/ontology/sightseeingtour%3Aattraction>
4	<http://linkedgeodata.org/ontology/smoking%3Aoutdoors>
4	<http://linkedgeodata.org/ontology/source%3Aoperator>
4	<http://linkedgeodata.org/ontology/source%3Aph>
4	<http://linkedgeodata.org/ontology/source_1>
4	<http://linkedgeodata.org/ontology/tagesessen>
4	<http://linkedgeodata.org/ontology/take_out>
4	<http://linkedgeodata.org/ontology/tel>
4	<http://linkedgeodata.org/ontology/tourism%3Ade>
4	<http://linkedgeodata.org/ontology/two_bed_room>
4	<http://linkedgeodata.org/ontology/typhoon%3Areviewed>
4	<http://linkedgeodata.org/ontology/user_defined>
4	<http://linkedgeodata.org/ontology/website%3Afacebook>
4	<http://linkedgeodata.org/ontology/wheelchair%3Anotes>
3	<http://linkedgeodata.org/ontology/>
3	<http://linkedgeodata.org/ontology/%E0%B9%80%E0%B8%9B%E0%B8%B4%E0%B8%94>
3	<http://linkedgeodata.org/ontology/AND_nodes>
3	<http://linkedgeodata.org/ontology/Regiogeld>
3	<http://linkedgeodata.org/ontology/abandoned%3Aman_made>
3	<http://linkedgeodata.org/ontology/add%3Acity>
3	<http://linkedgeodata.org/ontology/addr>
3	<http://linkedgeodata.org/ontology/addr%3Acontinent>
3	<http://linkedgeodata.org/ontology/addr%3Apobox>
3	<http://linkedgeodata.org/ontology/addr%3Astreet%3Asource>
3	<http://linkedgeodata.org/ontology/addr%3Azip>
3	<http://linkedgeodata.org/ontology/air_conditioning>
3	<http://linkedgeodata.org/ontology/all_you_can_eat>
3	<http://linkedgeodata.org/ontology/alt_phone>
3	<http://linkedgeodata.org/ontology/alt_website>
3	<http://linkedgeodata.org/ontology/amenity%3Adisused>
3	<http://linkedgeodata.org/ontology/amenity2>
3	<http://linkedgeodata.org/ontology/amenity_2>
3	<http://linkedgeodata.org/ontology/award%3Ahotelstars>
3	<http://linkedgeodata.org/ontology/blumen>
3	<http://linkedgeodata.org/ontology/boat>
3	<http://linkedgeodata.org/ontology/brewery%3Ak%C3%B6lsch>
3	<http://linkedgeodata.org/ontology/building%3Abasement_opening>
3	<http://linkedgeodata.org/ontology/building%3Afirst_level_height>
3	<http://linkedgeodata.org/ontology/building%3Aparts>
3	<http://linkedgeodata.org/ontology/building%3Asource>
3	<http://linkedgeodata.org/ontology/building%3Awaterproof_bulk>
3	<http://linkedgeodata.org/ontology/built>
3	<http://linkedgeodata.org/ontology/cafeteria>
3	<http://linkedgeodata.org/ontology/capacity%3Aindoors>
3	<http://linkedgeodata.org/ontology/capacity%3Aterrace>
3	<http://linkedgeodata.org/ontology/chain>
3	<http://linkedgeodata.org/ontology/charge>
3	<http://linkedgeodata.org/ontology/city>
3	<http://linkedgeodata.org/ontology/color>
3	<http://linkedgeodata.org/ontology/comment%3Ait>
3	<http://linkedgeodata.org/ontology/complementary_currency>
3	<http://linkedgeodata.org/ontology/contact%3Acity>
3	<http://linkedgeodata.org/ontology/contact%3Afoursquare>
3	<http://linkedgeodata.org/ontology/copyright>
3	<http://linkedgeodata.org/ontology/craft_beer>
3	<http://linkedgeodata.org/ontology/dance%3Ateaching>
3	<http://linkedgeodata.org/ontology/date_on>
3	<http://linkedgeodata.org/ontology/dcgis%3Adataset>
3	<http://linkedgeodata.org/ontology/delivery%3Aconditional>
3	<http://linkedgeodata.org/ontology/delivery%3Acontact%3Aphone>
3	<http://linkedgeodata.org/ontology/delivery%3Amin_cost>
3	<http://linkedgeodata.org/ontology/delivery_service>
3	<http://linkedgeodata.org/ontology/description%3Aes>
3	<http://linkedgeodata.org/ontology/description_4>
3	<http://linkedgeodata.org/ontology/distance>
3	<http://linkedgeodata.org/ontology/disused%3Atourism>
3	<http://linkedgeodata.org/ontology/drink%3Abeer%3APuntigamer>
3	<http://linkedgeodata.org/ontology/drink%3Akofola>
3	<http://linkedgeodata.org/ontology/e-mail>
3	<http://linkedgeodata.org/ontology/eat_in>
3	<http://linkedgeodata.org/ontology/education>
3	<http://linkedgeodata.org/ontology/elevator>
3	<http://linkedgeodata.org/ontology/exterior_seating>
3	<http://linkedgeodata.org/ontology/fenced>
3	<http://linkedgeodata.org/ontology/free_refill>
3	<http://linkedgeodata.org/ontology/gst_number>
3	<http://linkedgeodata.org/ontology/guest_house>
3	<http://linkedgeodata.org/ontology/hallal>
3	<http://linkedgeodata.org/ontology/happy_hour>
3	<http://linkedgeodata.org/ontology/historic_name>
3	<http://linkedgeodata.org/ontology/ice_cream_counter>
3	<http://linkedgeodata.org/ontology/id>
3	<http://linkedgeodata.org/ontology/image_3>
3	<http://linkedgeodata.org/ontology/internet>
3	<http://linkedgeodata.org/ontology/internet_access%3Afee%3Anote>
3	<http://linkedgeodata.org/ontology/landmark>
3	<http://linkedgeodata.org/ontology/link>
3	<http://linkedgeodata.org/ontology/link%3Afoursquare>
3	<http://linkedgeodata.org/ontology/local_name>
3	<http://linkedgeodata.org/ontology/minage>
3	<http://linkedgeodata.org/ontology/name%3Akm>
3	<http://linkedgeodata.org/ontology/name%3Ams>
3	<http://linkedgeodata.org/ontology/name%3Ata>
3	<http://linkedgeodata.org/ontology/name%3Ate>
3	<http://linkedgeodata.org/ontology/ngbe%3Acodigo>
3	<http://linkedgeodata.org/ontology/ngbe%3Agrupo>
3	<http://linkedgeodata.org/ontology/ngbe%3Ahojabcn25>
3	<http://linkedgeodata.org/ontology/ngbe%3Ahuso>
3	<http://linkedgeodata.org/ontology/ngbe%3Aid>
3	<http://linkedgeodata.org/ontology/ngbe%3Alat_ed50>
3	<http://linkedgeodata.org/ontology/ngbe%3Alon_ed50>
3	<http://linkedgeodata.org/ontology/ngbe%3Asubgrupo>
3	<http://linkedgeodata.org/ontology/ngbe%3Atema>
3	<http://linkedgeodata.org/ontology/ngbe%3Atipotexto>
3	<http://linkedgeodata.org/ontology/ngbe%3Aversion>
3	<http://linkedgeodata.org/ontology/ngbe%3Axutm_ed50>
3	<http://linkedgeodata.org/ontology/ngbe%3Ayutm_ed50>
3	<http://linkedgeodata.org/ontology/noexit>
3	<http://linkedgeodata.org/ontology/note%3Aen>
3	<http://linkedgeodata.org/ontology/note%3Ait>
3	<http://linkedgeodata.org/ontology/number>
3	<http://linkedgeodata.org/ontology/oa%3Aimported_by>
3	<http://linkedgeodata.org/ontology/oa%3Alat>
3	<http://linkedgeodata.org/ontology/oa%3Alon>
3	<http://linkedgeodata.org/ontology/oa%3Aversion>
3	<http://linkedgeodata.org/ontology/oneway>
3	<http://linkedgeodata.org/ontology/opening_hours%3Acuisine>
3	<http://linkedgeodata.org/ontology/opening_hours%3Awarm_kitchen>
3	<http://linkedgeodata.org/ontology/operator%3Aja>
3	<http://linkedgeodata.org/ontology/operator%3Atype>
3	<http://linkedgeodata.org/ontology/patio>
3	<http://linkedgeodata.org/ontology/pay_tv%3Asky>
3	<http://linkedgeodata.org/ontology/payment%3Acheque>
3	<http://linkedgeodata.org/ontology/payment%3Ainterac>
3	<http://linkedgeodata.org/ontology/payment:telephone_cards>
3	<http://linkedgeodata.org/ontology/price_mainmenu_%E2%82%AC>
3	<http://linkedgeodata.org/ontology/rating>
3	<http://linkedgeodata.org/ontology/real_cider>
3	<http://linkedgeodata.org/ontology/ref%3Awitten>
3	<http://linkedgeodata.org/ontology/regular_holiday>
3	<http://linkedgeodata.org/ontology/restart_day>
3	<http://linkedgeodata.org/ontology/restaurant_type%3Ait>
3	<http://linkedgeodata.org/ontology/roof%3Aridge%3Adirection>
3	<http://linkedgeodata.org/ontology/sauna>
3	<http://linkedgeodata.org/ontology/sbc_apn>
3	<http://linkedgeodata.org/ontology/sbc_id>
3	<http://linkedgeodata.org/ontology/sbc_parcel>
3	<http://linkedgeodata.org/ontology/seamark%3Abuilding%3Afunction>
3	<http://linkedgeodata.org/ontology/seasonal%3Awinter>
3	<http://linkedgeodata.org/ontology/select%3Athis>
3	<http://linkedgeodata.org/ontology/shooting>
3	<http://linkedgeodata.org/ontology/shop%3Anumber>
3	<http://linkedgeodata.org/ontology/showers>
3	<http://linkedgeodata.org/ontology/side>
3	<http://linkedgeodata.org/ontology/smoking%3Anote>
3	<http://linkedgeodata.org/ontology/source%3Aemail>
3	<http://linkedgeodata.org/ontology/source%3Afhrs_ref>
3	<http://linkedgeodata.org/ontology/source%3Afile>
3	<http://linkedgeodata.org/ontology/source%3Aheight>
3	<http://linkedgeodata.org/ontology/source%3Ainternet_access>
3	<http://linkedgeodata.org/ontology/source%3Aproject>
3	<http://linkedgeodata.org/ontology/sportsbar>
3	<http://linkedgeodata.org/ontology/star>
3	<http://linkedgeodata.org/ontology/stars%3Ahotel>
3	<http://linkedgeodata.org/ontology/state>
3	<http://linkedgeodata.org/ontology/status>
3	<http://linkedgeodata.org/ontology/street>
3	<http://linkedgeodata.org/ontology/structure>
3	<http://linkedgeodata.org/ontology/suite>
3	<http://linkedgeodata.org/ontology/surrey%3Aaddrid>
3	<http://linkedgeodata.org/ontology/surrey%3Adate>
3	<http://linkedgeodata.org/ontology/sushi>
