?n	?predicate
2	<http://linkedgeodata.org/ontology/toilets%3Afemale>
2	<http://linkedgeodata.org/ontology/toilets%3Amale>
2	<http://linkedgeodata.org/ontology/toilets%3Aunisex>
2	<http://linkedgeodata.org/ontology/toll_collect>
2	<http://linkedgeodata.org/ontology/tou>
2	<http://linkedgeodata.org/ontology/turn%3Adestination%3Atraffic_sign>
2	<http://linkedgeodata.org/ontology/type%20of%20roof%2Fjenis%20atap>
2	<http://linkedgeodata.org/ontology/vehicle>
2	<http://linkedgeodata.org/ontology/vhf>
2	<http://linkedgeodata.org/ontology/view>
2	<http://linkedgeodata.org/ontology/wall%20type%2Fjenis%20dinding>
2	<http://linkedgeodata.org/ontology/wall%3Amaterial>
2	<http://linkedgeodata.org/ontology/was%3Aamenity>
2	<http://linkedgeodata.org/ontology/water%20resources%2Fsumber%20air%20bersih>
2	<http://linkedgeodata.org/ontology/water_price_%E2%82%AC>
2	<http://linkedgeodata.org/ontology/watermill%3Adisused>
2	<http://linkedgeodata.org/ontology/website%3Abranch>
2	<http://linkedgeodata.org/ontology/website%3Acs>
2	<http://linkedgeodata.org/ontology/website%3Amenuism>
2	<http://linkedgeodata.org/ontology/website%3Arestaurant>
2	<http://linkedgeodata.org/ontology/website_4>
2	<http://linkedgeodata.org/ontology/weddings>
2	<http://linkedgeodata.org/ontology/wheelchair%3Ade%3Adescription>
2	<http://linkedgeodata.org/ontology/wheelchair%3Adescription%3Ait>
2	<http://linkedgeodata.org/ontology/wheelchair%3Anote>
2	<http://linkedgeodata.org/ontology/wifi%3Apassword>
2	<http://linkedgeodata.org/ontology/wine>
1	<http://linkedgeodata.org/ontology/%7Fname%3Aen>
1	<http://linkedgeodata.org/ontology/%7Fphone>
1	<http://linkedgeodata.org/ontology/%E0%B8%AA%E0%B8%B3%E0%B8%AD%E0%B8%B3%E0%B8%AA>
1	<http://linkedgeodata.org/ontology/%E0%B8%B7name%3Ath>
1	<http://linkedgeodata.org/ontology/%E6%95%B7%E5%9C%B0%E5%86%85%E9%80%9A%E8%B7%AF>
1	<http://linkedgeodata.org/ontology/%E7%B6%B2%E5%9D%80>
1	<http://linkedgeodata.org/ontology/%E7%B6%B2%E7%AB%99>
1	<http://linkedgeodata.org/ontology/%E9%A7%90%E8%BB%8A%E5%A0%B4>
1	<http://linkedgeodata.org/ontology/9pin>
1	<http://linkedgeodata.org/ontology/ADRESSE2>
1	<http://linkedgeodata.org/ontology/Apple>
1	<http://linkedgeodata.org/ontology/Art>
1	<http://linkedgeodata.org/ontology/BAR-RESTAURANTE>
1	<http://linkedgeodata.org/ontology/BMO%3ATYPE>
1	<http://linkedgeodata.org/ontology/Bar>
1	<http://linkedgeodata.org/ontology/Bebida>
1	<http://linkedgeodata.org/ontology/Bereich>
1	<http://linkedgeodata.org/ontology/Bewertung>
1	<http://linkedgeodata.org/ontology/Blog>
1	<http://linkedgeodata.org/ontology/Buchen>
1	<http://linkedgeodata.org/ontology/Business%20Category>
1	<http://linkedgeodata.org/ontology/Business%20Email>
1	<http://linkedgeodata.org/ontology/CATEGORY_1>
1	<http://linkedgeodata.org/ontology/CHECKME>
1	<http://linkedgeodata.org/ontology/CIF>
1	<http://linkedgeodata.org/ontology/CONS_TYPE>
1	<http://linkedgeodata.org/ontology/Cellphone>
1	<http://linkedgeodata.org/ontology/Comment>
1	<http://linkedgeodata.org/ontology/Comments>
1	<http://linkedgeodata.org/ontology/Courriel>
1	<http://linkedgeodata.org/ontology/DEP>
1	<http://linkedgeodata.org/ontology/DeKalb%3Aid>
1	<http://linkedgeodata.org/ontology/Diaper>
1	<http://linkedgeodata.org/ontology/Drinks>
1	<http://linkedgeodata.org/ontology/DriveID>
1	<http://linkedgeodata.org/ontology/EASTING>
1	<http://linkedgeodata.org/ontology/FOSS>
1	<http://linkedgeodata.org/ontology/Facebook>
1	<http://linkedgeodata.org/ontology/Food%20quality>
1	<http://linkedgeodata.org/ontology/GNS%3Adsg_code>
1	<http://linkedgeodata.org/ontology/GNS%3Adsg_string>
1	<http://linkedgeodata.org/ontology/GNS%3Aid>
1	<http://linkedgeodata.org/ontology/Google%20Plus>
1	<http://linkedgeodata.org/ontology/HEIGHT>
1	<http://linkedgeodata.org/ontology/HOUSE_NUMB>
1	<http://linkedgeodata.org/ontology/Hotspot>
1	<http://linkedgeodata.org/ontology/IOM%3Aproject>
1	<http://linkedgeodata.org/ontology/IT%3Aiva>
1	<http://linkedgeodata.org/ontology/Info>
1	<http://linkedgeodata.org/ontology/Inhaber>
1	<http://linkedgeodata.org/ontology/KSJ2%3APubFacAdmin>
1	<http://linkedgeodata.org/ontology/Kegelbahn>
1	<http://linkedgeodata.org/ontology/Keten>
1	<http://linkedgeodata.org/ontology/Key>
1	<http://linkedgeodata.org/ontology/KvK>
1	<http://linkedgeodata.org/ontology/LINZ2OSM%3Adataset>
1	<http://linkedgeodata.org/ontology/LINZ2OSM%3Alayer>
1	<http://linkedgeodata.org/ontology/LINZ2OSM%3Asource_version>
1	<http://linkedgeodata.org/ontology/LMI>
1	<http://linkedgeodata.org/ontology/LOCATION_A>
1	<http://linkedgeodata.org/ontology/Le%20Daguin>
1	<http://linkedgeodata.org/ontology/Location>
1	<http://linkedgeodata.org/ontology/MCC>
1	<http://linkedgeodata.org/ontology/MNC>
1	<http://linkedgeodata.org/ontology/MOFAMERE>
1	<http://linkedgeodata.org/ontology/Mo-Su>
1	<http://linkedgeodata.org/ontology/Mobile>
1	<http://linkedgeodata.org/ontology/NORTHING>
1	<http://linkedgeodata.org/ontology/NOTES>
1	<http://linkedgeodata.org/ontology/Niveau-Bati>
1	<http://linkedgeodata.org/ontology/Note>
1	<http://linkedgeodata.org/ontology/Notiz>
1	<http://linkedgeodata.org/ontology/Num>
1	<http://linkedgeodata.org/ontology/OBS>
1	<http://linkedgeodata.org/ontology/Operation%3Asulaimani>
1	<http://linkedgeodata.org/ontology/Ostale%20prireditve>
1	<http://linkedgeodata.org/ontology/POI_ID>
1	<http://linkedgeodata.org/ontology/POI_NAME>
1	<http://linkedgeodata.org/ontology/POI_PICTUR>
1	<http://linkedgeodata.org/ontology/POI_PICT_1>
1	<http://linkedgeodata.org/ontology/POSTCODE>
1	<http://linkedgeodata.org/ontology/Photo>
1	<http://linkedgeodata.org/ontology/Pitchers>
1	<http://linkedgeodata.org/ontology/Publico>
1	<http://linkedgeodata.org/ontology/Restauran>
1	<http://linkedgeodata.org/ontology/SHAPE_area>
1	<http://linkedgeodata.org/ontology/SHAPE_len>
1	<http://linkedgeodata.org/ontology/STREET_NAM>
1	<http://linkedgeodata.org/ontology/Source>
1	<http://linkedgeodata.org/ontology/South_Africa>
1	<http://linkedgeodata.org/ontology/Suite>
1	<http://linkedgeodata.org/ontology/TDH_Lausanne>
1	<http://linkedgeodata.org/ontology/TV>
1	<http://linkedgeodata.org/ontology/TYPE>
1	<http://linkedgeodata.org/ontology/Tel>
1	<http://linkedgeodata.org/ontology/Tel%3A>
1	<http://linkedgeodata.org/ontology/Television>
1	<http://linkedgeodata.org/ontology/TienenTartadeChocolate>
1	<http://linkedgeodata.org/ontology/UID>
1	<http://linkedgeodata.org/ontology/UNIT>
1	<http://linkedgeodata.org/ontology/Url%3AMerimee>
1	<http://linkedgeodata.org/ontology/WLAN>
1	<http://linkedgeodata.org/ontology/We-So>
1	<http://linkedgeodata.org/ontology/Yahoo%20Local>
1	<http://linkedgeodata.org/ontology/Yelp>
1	<http://linkedgeodata.org/ontology/_ID_>
1	<http://linkedgeodata.org/ontology/aanbod>
1	<http://linkedgeodata.org/ontology/access%3Adogs>
1	<http://linkedgeodata.org/ontology/accessibility>
1	<http://linkedgeodata.org/ontology/accessories>
1	<http://linkedgeodata.org/ontology/accomodation>
1	<http://linkedgeodata.org/ontology/accor_ticket_restaurant>
1	<http://linkedgeodata.org/ontology/ad>
1	<http://linkedgeodata.org/ontology/add>
1	<http://linkedgeodata.org/ontology/add_on_restaurant>
1	<http://linkedgeodata.org/ontology/addr%3A>
1	<http://linkedgeodata.org/ontology/addr%3Aalt_housenumber>
1	<http://linkedgeodata.org/ontology/addr%3Aalt_street>
1	<http://linkedgeodata.org/ontology/addr%3Aalternatenumber>
1	<http://linkedgeodata.org/ontology/addr%3Acity%3Asource>
1	<http://linkedgeodata.org/ontology/addr%3Acommunity>
1	<http://linkedgeodata.org/ontology/addr%3Adist>
1	<http://linkedgeodata.org/ontology/addr%3Aflat>
1	<http://linkedgeodata.org/ontology/addr%3Aflour>
1	<http://linkedgeodata.org/ontology/addr%3Ahousename%3Aen>
1	<http://linkedgeodata.org/ontology/addr%3Ahousenumber2>
1	<http://linkedgeodata.org/ontology/addr%3Ain>
1	<http://linkedgeodata.org/ontology/addr%3Alane>
1	<http://linkedgeodata.org/ontology/addr%3Aname>
1	<http://linkedgeodata.org/ontology/addr%3Anisza>
1	<http://linkedgeodata.org/ontology/addr%3Anostreet>
1	<http://linkedgeodata.org/ontology/addr%3Aold_housenumber>
1	<http://linkedgeodata.org/ontology/addr%3Apaloaltoca_id>
1	<http://linkedgeodata.org/ontology/addr%3Apobox%3Acity>
1	<http://linkedgeodata.org/ontology/addr%3Apobox%3Apostcode>
1	<http://linkedgeodata.org/ontology/addr%3Apostcode%3Anote>
1	<http://linkedgeodata.org/ontology/addr%3Aroom>
1	<http://linkedgeodata.org/ontology/addr%3Asection>
1	<http://linkedgeodata.org/ontology/addr%3Ashop>
1	<http://linkedgeodata.org/ontology/addr%3Astreet%3Aes>
1	<http://linkedgeodata.org/ontology/addr%3Astreet%3Aeu>
1	<http://linkedgeodata.org/ontology/addr%3Astreet%3Afull>
1	<http://linkedgeodata.org/ontology/addr%3Astreet%3Ahy>
1	<http://linkedgeodata.org/ontology/addr%3Astreet2>
1	<http://linkedgeodata.org/ontology/addr%3Astreet_old>
1	<http://linkedgeodata.org/ontology/addr%3Asubstreet>
1	<http://linkedgeodata.org/ontology/addr%3Awereda>
1	<http://linkedgeodata.org/ontology/addr%3Aworeda>
1	<http://linkedgeodata.org/ontology/addr%3Azipcode>
1	<http://linkedgeodata.org/ontology/addr.source%3Acountry>
1	<http://linkedgeodata.org/ontology/addr.source%3Apostcode>
1	<http://linkedgeodata.org/ontology/addr1%3Ahousenumber>
1	<http://linkedgeodata.org/ontology/addr1%3Astreet>
1	<http://linkedgeodata.org/ontology/admin_level>
1	<http://linkedgeodata.org/ontology/adress>
1	<http://linkedgeodata.org/ontology/advertising>
1	<http://linkedgeodata.org/ontology/aed%3Alocation%3Ade>
1	<http://linkedgeodata.org/ontology/aed%3Anote>
1	<http://linkedgeodata.org/ontology/aed%3Anote%3Ade>
1	<http://linkedgeodata.org/ontology/agriturisme>
1	<http://linkedgeodata.org/ontology/agrotourism>
1	<http://linkedgeodata.org/ontology/airconditioned>
1	<http://linkedgeodata.org/ontology/al_refresco>
1	<http://linkedgeodata.org/ontology/alcohol%20drink>
1	<http://linkedgeodata.org/ontology/ale>
1	<http://linkedgeodata.org/ontology/alias>
1	<http://linkedgeodata.org/ontology/all_you_can_eat%3Atype>
1	<http://linkedgeodata.org/ontology/also>
1	<http://linkedgeodata.org/ontology/alt>
1	<http://linkedgeodata.org/ontology/alt%3Aaddr%3Apostcode>
1	<http://linkedgeodata.org/ontology/alt%3Aaddr%3Astreet>
1	<http://linkedgeodata.org/ontology/alt_mobile>
1	<http://linkedgeodata.org/ontology/alt_name%3Apl>
1	<http://linkedgeodata.org/ontology/alt_name%3Ask>
1	<http://linkedgeodata.org/ontology/alt_name%3Avi>
1	<http://linkedgeodata.org/ontology/alt_name_2>
1	<http://linkedgeodata.org/ontology/amenity%3A-2013>
1	<http://linkedgeodata.org/ontology/amenity%3A2013->
1	<http://linkedgeodata.org/ontology/amenity%3Ahistoric>
1	<http://linkedgeodata.org/ontology/amenity%3Aliquor_license>
1	<http://linkedgeodata.org/ontology/amenity2>
1	<http://linkedgeodata.org/ontology/amenity_3>
1	<http://linkedgeodata.org/ontology/amenity_4>
1	<http://linkedgeodata.org/ontology/amenity_5>
1	<http://linkedgeodata.org/ontology/american>
1	<http://linkedgeodata.org/ontology/and>
1	<http://linkedgeodata.org/ontology/antiques>
1	<http://linkedgeodata.org/ontology/apple_pie>
1	<http://linkedgeodata.org/ontology/applewine>
1	<http://linkedgeodata.org/ontology/arbeitstag>
1	<http://linkedgeodata.org/ontology/artwork_type>
1	<http://linkedgeodata.org/ontology/atm%3Aoperator>
1	<http://linkedgeodata.org/ontology/attraction>
1	<http://linkedgeodata.org/ontology/attributes>
1	<http://linkedgeodata.org/ontology/author>
1	<http://linkedgeodata.org/ontology/award%3AGault-Millau%3A2013>
1	<http://linkedgeodata.org/ontology/award%3Agambero_rosso>
1	<http://linkedgeodata.org/ontology/award%3Agrimod>
1	<http://linkedgeodata.org/ontology/b%3Atype>
1	<http://linkedgeodata.org/ontology/baby_changing>
1	<http://linkedgeodata.org/ontology/bag%3Apandstatus>
1	<http://linkedgeodata.org/ontology/bagid>
1	<http://linkedgeodata.org/ontology/balcony>
1	<http://linkedgeodata.org/ontology/bar%3Aname>
1	<http://linkedgeodata.org/ontology/barometer>
1	<http://linkedgeodata.org/ontology/bed%26%20bike>
1	<http://linkedgeodata.org/ontology/bedienung>
1	<http://linkedgeodata.org/ontology/beer%20garden>
1	<http://linkedgeodata.org/ontology/beer%20on%20tab>
1	<http://linkedgeodata.org/ontology/beer%3Apils>
1	<http://linkedgeodata.org/ontology/beergarden>
1	<http://linkedgeodata.org/ontology/beergarten>
1	<http://linkedgeodata.org/ontology/bezorgen>
1	<http://linkedgeodata.org/ontology/bezorging>
1	<http://linkedgeodata.org/ontology/biergarden>
1	<http://linkedgeodata.org/ontology/billards>
1	<http://linkedgeodata.org/ontology/billiards%3Apool>
1	<http://linkedgeodata.org/ontology/bing>
1	<http://linkedgeodata.org/ontology/biosph%C3%A4renwirt>
1	<http://linkedgeodata.org/ontology/birds>
1	<http://linkedgeodata.org/ontology/bitcoin%3Aaddress>
1	<http://linkedgeodata.org/ontology/bldam%3Ainscription_date>
1	<http://linkedgeodata.org/ontology/blind%3Aaudio%3Ade>
1	<http://linkedgeodata.org/ontology/boatsteeg>
1	<http://linkedgeodata.org/ontology/brakfast>
1	<http://linkedgeodata.org/ontology/branch%3Aja>
1	<http://linkedgeodata.org/ontology/branche_fein>
1	<http://linkedgeodata.org/ontology/branche_grob>
1	<http://linkedgeodata.org/ontology/brand%3Abeer>
1	<http://linkedgeodata.org/ontology/brand%3Acoffee>
1	<http://linkedgeodata.org/ontology/brand%3Azh>
1	<http://linkedgeodata.org/ontology/breakfast_hours>
1	<http://linkedgeodata.org/ontology/brevery>
1	<http://linkedgeodata.org/ontology/brewery%3AAlt>
1	<http://linkedgeodata.org/ontology/brewery%3ABecks>
1	<http://linkedgeodata.org/ontology/brewery%3AK%C3%B6lsch>
1	<http://linkedgeodata.org/ontology/brewery%3ALandbier>
1	<http://linkedgeodata.org/ontology/brewery%3AMalz>
1	<http://linkedgeodata.org/ontology/brewery%3Aalcohol_free>
1	<http://linkedgeodata.org/ontology/brewery%3Aindian>
1	<http://linkedgeodata.org/ontology/brewery%3Aminage>
1	<http://linkedgeodata.org/ontology/brewery%3Amunich_dark>
1	<http://linkedgeodata.org/ontology/brewery%3Apilsemer>
1	<http://linkedgeodata.org/ontology/brewery%3Aurtyp>
1	<http://linkedgeodata.org/ontology/brewery%3Aweisbier>
1	<http://linkedgeodata.org/ontology/brothel>
1	<http://linkedgeodata.org/ontology/brothel%3Acontact_bar>
1	<http://linkedgeodata.org/ontology/building%3Aairconditioning>
1	<http://linkedgeodata.org/ontology/building%3Afacade%3Amaterial>
1	<http://linkedgeodata.org/ontology/building%3Afi%3Aid>
1	<http://linkedgeodata.org/ontology/building%3Afirst_floor_high>
1	<http://linkedgeodata.org/ontology/building%3Afloor_type>
1	<http://linkedgeodata.org/ontology/building%3Agable_wall>
1	<http://linkedgeodata.org/ontology/building%3Ahistoric>
1	<http://linkedgeodata.org/ontology/building%3Alayer>
1	<http://linkedgeodata.org/ontology/building%3AlevelPlan>
1	<http://linkedgeodata.org/ontology/building%3Alevels%3Atop>
1	<http://linkedgeodata.org/ontology/building%3Alevels_1>
1	<http://linkedgeodata.org/ontology/building%3Aname>
1	<http://linkedgeodata.org/ontology/building%3Aobm>
1	<http://linkedgeodata.org/ontology/building%3Aoverhang>
1	<http://linkedgeodata.org/ontology/building%3Aroof%3Aextent>
1	<http://linkedgeodata.org/ontology/building%3Aroof%3Alevels>
1	<http://linkedgeodata.org/ontology/building%3Asmoking_allowed>
1	<http://linkedgeodata.org/ontology/building%3Atype%3Apl>
1	<http://linkedgeodata.org/ontology/building%3Aunits>
1	<http://linkedgeodata.org/ontology/building%3Ause%3Aretail>
1	<http://linkedgeodata.org/ontology/building.source%3Alevels>
1	<http://linkedgeodata.org/ontology/building_count>
1	<http://linkedgeodata.org/ontology/building_level>
1	<http://linkedgeodata.org/ontology/building_levels>
1	<http://linkedgeodata.org/ontology/building_number>
1	<http://linkedgeodata.org/ontology/building_shape>
1	<http://linkedgeodata.org/ontology/building_use>
1	<http://linkedgeodata.org/ontology/buisiness>
1	<http://linkedgeodata.org/ontology/business>
1	<http://linkedgeodata.org/ontology/buthcher>
1	<http://linkedgeodata.org/ontology/cache>
1	<http://linkedgeodata.org/ontology/cadastre%3Autilization>
1	<http://linkedgeodata.org/ontology/caf%C3%A9>
1	<http://linkedgeodata.org/ontology/camera%3Amount>
1	<http://linkedgeodata.org/ontology/camera%3Atype>
1	<http://linkedgeodata.org/ontology/canoe%3Aservice>
1	<http://linkedgeodata.org/ontology/canvec%3AdatasetName>
1	<http://linkedgeodata.org/ontology/canvec%3Asource>
1	<http://linkedgeodata.org/ontology/canvec%3Auuid>
1	<http://linkedgeodata.org/ontology/capacity%3Abeds>
1	<http://linkedgeodata.org/ontology/capacity%3Aparent>
1	<http://linkedgeodata.org/ontology/capacity%3Aseperated>
1	<http://linkedgeodata.org/ontology/carry>
1	<http://linkedgeodata.org/ontology/carry_out>
1	<http://linkedgeodata.org/ontology/cash>
1	<http://linkedgeodata.org/ontology/cat>
1	<http://linkedgeodata.org/ontology/cellular%20phone>
1	<http://linkedgeodata.org/ontology/chairs>
1	<http://linkedgeodata.org/ontology/change_machine>
1	<http://linkedgeodata.org/ontology/charging>
1	<http://linkedgeodata.org/ontology/childrenchairs>
1	<http://linkedgeodata.org/ontology/chimney>
1	<http://linkedgeodata.org/ontology/chinese>
1	<http://linkedgeodata.org/ontology/close>
1	<http://linkedgeodata.org/ontology/closed_on>
1	<http://linkedgeodata.org/ontology/closing_day>
1	<http://linkedgeodata.org/ontology/clothes>
1	<http://linkedgeodata.org/ontology/cocina>
1	<http://linkedgeodata.org/ontology/cocktail>
1	<http://linkedgeodata.org/ontology/code_commune>
1	<http://linkedgeodata.org/ontology/cofee%3Aorganic>
1	<http://linkedgeodata.org/ontology/coffee_house>
1	<http://linkedgeodata.org/ontology/collapsed>
1	<http://linkedgeodata.org/ontology/comment%3Aen>
1	<http://linkedgeodata.org/ontology/comment%3Aopening_hours%3Aet%3Aes>
1	<http://linkedgeodata.org/ontology/commune>
1	<http://linkedgeodata.org/ontology/community>
1	<http://linkedgeodata.org/ontology/community_centre%3Aname>
1	<http://linkedgeodata.org/ontology/community_centre%3Awheelchair>
1	<http://linkedgeodata.org/ontology/concert_location>
1	<http://linkedgeodata.org/ontology/contact%3A1%3Aemail>
1	<http://linkedgeodata.org/ontology/contact%3A2%3Aemail>
1	<http://linkedgeodata.org/ontology/contact%3Aaddress%3Acity>
1	<http://linkedgeodata.org/ontology/contact%3Aaddress%3Apostcode>
1	<http://linkedgeodata.org/ontology/contact%3Aalt_phone>
1	<http://linkedgeodata.org/ontology/contact%3Aemail2>
1	<http://linkedgeodata.org/ontology/contact%3Aemail_1>
1	<http://linkedgeodata.org/ontology/contact%3Afax%3Ahotel>
1	<http://linkedgeodata.org/ontology/contact%3Afone>
1	<http://linkedgeodata.org/ontology/contact%3Amobil>
1	<http://linkedgeodata.org/ontology/contact%3Amobile_phone>
1	<http://linkedgeodata.org/ontology/contact%3Aoffice>
1	<http://linkedgeodata.org/ontology/contact%3Apasi>
1	<http://linkedgeodata.org/ontology/contact%3Aphone%3A2>
1	<http://linkedgeodata.org/ontology/contact%3Aphone%3Ahotel>
1	<http://linkedgeodata.org/ontology/contact%3Aphone%3Arestaurant>
1	<http://linkedgeodata.org/ontology/contact%3Aphone3>
1	<http://linkedgeodata.org/ontology/contact%3Apost_office_box>
1	<http://linkedgeodata.org/ontology/contact%3Asocial_network>
1	<http://linkedgeodata.org/ontology/contact%3Atelephone>
1	<http://linkedgeodata.org/ontology/contact%3Avkontakte>
1	<http://linkedgeodata.org/ontology/contact%3Awebseite>
1	<http://linkedgeodata.org/ontology/contact%3Axing>
1	<http://linkedgeodata.org/ontology/contact.source%3Awebsite>
1	<http://linkedgeodata.org/ontology/cooking>
1	<http://linkedgeodata.org/ontology/cooperative>
1	<http://linkedgeodata.org/ontology/cost>
1	<http://linkedgeodata.org/ontology/country>
1	<http://linkedgeodata.org/ontology/covers>
1	<http://linkedgeodata.org/ontology/cuijone%3Aja>
1	<http://linkedgeodata.org/ontology/cuise>
1	<http://linkedgeodata.org/ontology/cuisien%3Aja>
1	<http://linkedgeodata.org/ontology/cuisine%3Abg>
1	<http://linkedgeodata.org/ontology/cuisine%3Achinese>
1	<http://linkedgeodata.org/ontology/cuisine%3Acoffee>
1	<http://linkedgeodata.org/ontology/cuisine%3Acrepe>
1	<http://linkedgeodata.org/ontology/cuisine%3Adescription>
1	<http://linkedgeodata.org/ontology/cuisine%3Aespresso>
1	<http://linkedgeodata.org/ontology/cuisine%3Aeuropean>
1	<http://linkedgeodata.org/ontology/cuisine%3Afried_food>
1	<http://linkedgeodata.org/ontology/cuisine%3Ageorgian>
1	<http://linkedgeodata.org/ontology/cuisine%3Agerman>
1	<http://linkedgeodata.org/ontology/cuisine%3Ahalal>
1	<http://linkedgeodata.org/ontology/cuisine%3Ahomemade>
1	<http://linkedgeodata.org/ontology/cuisine%3Aindian>
1	<http://linkedgeodata.org/ontology/cuisine%3Ajs>
1	<http://linkedgeodata.org/ontology/cuisine%3Anote%3Aca>
1	<http://linkedgeodata.org/ontology/cuisine%3Aopen>
1	<http://linkedgeodata.org/ontology/cuisine%3Apizza>
1	<http://linkedgeodata.org/ontology/cuisine%3Aregion>
1	<http://linkedgeodata.org/ontology/cuisine%3Asalads>
1	<http://linkedgeodata.org/ontology/cuisine%3Asandwich>
1	<http://linkedgeodata.org/ontology/cuisine%3Asandwiches>
1	<http://linkedgeodata.org/ontology/cuisine%3Asea_food>
1	<http://linkedgeodata.org/ontology/cuisine%3Aseafood>
1	<http://linkedgeodata.org/ontology/cuisine%3Aspeciality>
1	<http://linkedgeodata.org/ontology/cuisine%3Aspeciality%3Ade>
1	<http://linkedgeodata.org/ontology/cuisine%3Athai>
1	<http://linkedgeodata.org/ontology/cuisine%3Aturkish>
1	<http://linkedgeodata.org/ontology/cuisine_special>
1	<http://linkedgeodata.org/ontology/cuisne%3Aja>
1	<http://linkedgeodata.org/ontology/currency%3ACZK>
1	<http://linkedgeodata.org/ontology/cusine>
1	<http://linkedgeodata.org/ontology/cutline%3Aja>
1	<http://linkedgeodata.org/ontology/dailyinfo%3Avenue_id>
1	<http://linkedgeodata.org/ontology/damage_status>
1	<http://linkedgeodata.org/ontology/date_off>
1	<http://linkedgeodata.org/ontology/db%3Aoutdoor>
1	<http://linkedgeodata.org/ontology/de%3Aname>
1	<http://linkedgeodata.org/ontology/deli>
1	<http://linkedgeodata.org/ontology/deliver>
1	<http://linkedgeodata.org/ontology/delivered>
1	<http://linkedgeodata.org/ontology/deliveries>
1	<http://linkedgeodata.org/ontology/delivering>
1	<http://linkedgeodata.org/ontology/delivery_times>
1	<http://linkedgeodata.org/ontology/delvivery>
1	<http://linkedgeodata.org/ontology/description%3Abg>
1	<http://linkedgeodata.org/ontology/description%3Acs>
1	<http://linkedgeodata.org/ontology/description%3Acz>
1	<http://linkedgeodata.org/ontology/description%3Afi>
1	<http://linkedgeodata.org/ontology/description%3Afloor>
1	<http://linkedgeodata.org/ontology/description%3Ahu>
1	<http://linkedgeodata.org/ontology/description%3Anl>
1	<http://linkedgeodata.org/ontology/description%3Apayment%3Afr>
1	<http://linkedgeodata.org/ontology/description%3Aseating>
1	<http://linkedgeodata.org/ontology/description%3Ashop>
1	<http://linkedgeodata.org/ontology/description%3Asv>
1	<http://linkedgeodata.org/ontology/descrption%3Aen>
1	<http://linkedgeodata.org/ontology/desde>
1	<http://linkedgeodata.org/ontology/dgfip_type>
1	<http://linkedgeodata.org/ontology/diaper%3Afemale>
1	<http://linkedgeodata.org/ontology/diet%3Aayurvedic>
1	<http://linkedgeodata.org/ontology/diet%3Adairy>
1	<http://linkedgeodata.org/ontology/diet%3Ajain_vegetarian>
1	<http://linkedgeodata.org/ontology/diet%3Ameat>
1	<http://linkedgeodata.org/ontology/diet%3Asoy_free>
1	<http://linkedgeodata.org/ontology/diet%3Avegetariam>
1	<http://linkedgeodata.org/ontology/diet%3Avegeterian>
1	<http://linkedgeodata.org/ontology/diet_1>
1	<http://linkedgeodata.org/ontology/diet_2>
1	<http://linkedgeodata.org/ontology/disabled%3Adescription>
1	<http://linkedgeodata.org/ontology/disaster%3Ashelter_type>
1	<http://linkedgeodata.org/ontology/discount%3Astudents>
1	<http://linkedgeodata.org/ontology/distillery>
1	<http://linkedgeodata.org/ontology/district>
1	<http://linkedgeodata.org/ontology/disused%3Aamenity%3Aname>
1	<http://linkedgeodata.org/ontology/disused%3Abrothel%3Acontact_bar>
1	<http://linkedgeodata.org/ontology/disused%3Acontact%3Awebsite>
1	<http://linkedgeodata.org/ontology/disused%3Aman_made>
1	<http://linkedgeodata.org/ontology/disused%3Aname2>
1	<http://linkedgeodata.org/ontology/disused%3Aold_name>
1	<http://linkedgeodata.org/ontology/disused%3Aopening_hours%3Aurl>
1	<http://linkedgeodata.org/ontology/disused%3Asmoking>
1	<http://linkedgeodata.org/ontology/disused%3Atourism>
1	<http://linkedgeodata.org/ontology/diverse>
1	<http://linkedgeodata.org/ontology/divipola>
1	<http://linkedgeodata.org/ontology/dnt%3Adiscount>
1	<http://linkedgeodata.org/ontology/dontimport%3Afhrs%3Aaddrline1>
1	<http://linkedgeodata.org/ontology/dontimport%3Afhrs%3Aaddrline2>
1	<http://linkedgeodata.org/ontology/dontimport%3Afhrs%3Abusinesstype>
1	<http://linkedgeodata.org/ontology/door>
1	<http://linkedgeodata.org/ontology/dress_code>
1	<http://linkedgeodata.org/ontology/drink%3AL%C3%BCbzer>
1	<http://linkedgeodata.org/ontology/drink%3Aafri-cola>
1	<http://linkedgeodata.org/ontology/drink%3Abeer%3AFlamberger>
1	<http://linkedgeodata.org/ontology/drink%3Abeer%3Afreistaedter>
1	<http://linkedgeodata.org/ontology/drink%3Acoffee%3Asuchan>
1	<http://linkedgeodata.org/ontology/drink%3Adraught>
1	<http://linkedgeodata.org/ontology/drink%3Adraught%3Afranziskaner>
1	<http://linkedgeodata.org/ontology/drink%3Ajuice>
1	<http://linkedgeodata.org/ontology/drink%3Akr%C3%A4usen>
1	<http://linkedgeodata.org/ontology/drink%3Alager>
1	<http://linkedgeodata.org/ontology/drink%3Aleet-mate>
1	<http://linkedgeodata.org/ontology/drink%3Apeda-cola>
1	<http://linkedgeodata.org/ontology/drink%3Apilsner>
1	<http://linkedgeodata.org/ontology/drink%3Asmoothie>
1	<http://linkedgeodata.org/ontology/drink%3Asoy_milk>
1	<http://linkedgeodata.org/ontology/drink%3Atea>
1	<http://linkedgeodata.org/ontology/drinks>
1	<http://linkedgeodata.org/ontology/drive-in>
